Player Name,League,Club,Position,Tactical Role,Minutes Played,Goals per 90,Goals Total,Shots per 90,Shots Total,Assists per 90,Assists Total,Duels Won per 90 (%),Dribbles per 90 (%),Key Passes per 90,Total Passes per 90,Pass Accuracy (%),Tackles per 90,Tackles Total,Interceptions per 90,Interceptions Total,Defensive Involvement & Ball Recovery,Defensive Involvement & Consistency,Final Third/Attacking Contribution,Defensive Pressing,Build-Up & Offensive Contribution,Passing & Technical Quality,Intensity & Ball-Carrying
morten thorsby,Serie A,genoa,Midfielder,Deep-lying Playmaker,1144.0,0.1573426573426573,2.0,0.8653846153846154,11.0,0.1573426573426573,2.0,46.634615384615394,44.44444444444444,0.7080419580419581,25.2534965034965,62.0,1.4947552447552448,19.0,0.3146853146853147,4.0,0.2460429964909252,0.5375553755354809,0.4860118318858976,0.868909894435848,0.5845192847867016,0.3791398315673053,0.3277800211107552
moussa sissoko,Ligue 1,nantes,Midfielder,Positional Anchor,1823.0,0.0,0.0,0.3455842018650575,7.0,0.0,0.0,36.73469387755102,47.61904761904762,0.6911684037301151,32.08996160175535,80.3,1.332967635765222,27.0,0.5924300603400987,12.0,0.4681070553302264,0.6370177704453698,0.1195297428660794,0.592566789974708,0.0,0.5788541044367952,0.498849836885184
muhammed cham,Ligue 1,clermont foot,Midfielder,Positional Anchor,2563.0,0.2809207959422551,8.0,1.8611002731174409,53.0,0.1404603979711275,4.0,48.99598393574298,54.83870967741935,1.7206398751463128,41.78696839641046,79.5,0.8778774873195475,25.0,0.2809207959422551,8.0,0.4173117000679546,0.6302431141104556,0.3879912799755455,0.3002507240679459,0.5024493061612288,0.2783623841937513,0.2582067020663336
n. gudelj,La Liga,sevilla,Midfielder,Final-Third Playmaker,1744.0,0.0516055045871559,1.0,0.6708715596330276,13.0,0.0516055045871559,1.0,55.12820512820513,66.66666666666664,0.3612385321100917,54.23738532110092,41.0,1.548165137614679,30.0,1.3933486238532111,27.0,0.7579213709321213,0.8024778397110193,0.5025062293420556,0.5139497772597765,0.2868826492724089,0.4244259795770171,0.3221327728437561
nabil bentaleb,Ligue 1,lille,Midfielder,Positional Anchor,1968.0,0.0,0.0,0.3201219512195122,7.0,0.1371951219512195,3.0,57.692307692307686,77.77777777777779,0.6402439024390244,65.89939024390243,85.8,2.240853658536585,49.0,1.6920731707317074,37.0,0.3858383688224296,0.2722544819815886,0.5210420207325626,0.5804762351446572,0.380912421853624,0.3426274266966826,0.310082989958907
nahitan nández,Serie A,cagliari,Midfielder,Deep-lying Playmaker,2355.0,0.0764331210191082,2.0,0.6878980891719745,18.0,0.1146496815286624,3.0,45.217391304347814,62.222222222222236,1.643312101910828,26.48407643312101,0.0,2.254777070063694,59.0,0.7261146496815286,19.0,0.2084707482644893,0.8591263269429367,0.2783608962644407,0.6933705697710373,0.3823082438333313,0.4439861939401036,0.4864568467670305
nampalys mendy,Ligue 1,lens,Midfielder,Deep-lying Playmaker,1056.0,0.0,0.0,0.3409090909090909,4.0,0.0852272727272727,1.0,66.33663366336634,33.333333333333336,0.7670454545454545,54.715909090909086,88.4,2.471590909090909,29.0,1.193181818181818,14.0,0.2489773007097921,0.8031071622264621,0.371122659859338,0.445069808990078,0.3613623128374168,0.3719564525863034,0.4781516384749298
nedim bajrami,Serie A,sassuolo,Midfielder,Deep-lying Playmaker,1311.0,0.137299771167048,2.0,1.2356979405034323,18.0,0.137299771167048,2.0,40.476190476190474,56.00000000000001,1.5102974828375286,24.576659038901603,71.7,0.8237986270022883,12.0,0.4118993135011441,6.0,0.4115276479520212,0.7672476757137715,0.4071427299248514,0.4305162012178758,0.3075124029560948,0.4062125735723378,0.5080511841775631
nemanja matić,Ligue 1,lyon,Midfielder,Deep-lying Playmaker,1259.0,0.0,0.0,0.2144559173947577,3.0,0.0,0.0,55.882352941176464,60.0,0.5003971405877681,69.91262907069103,56.0,1.215250198570294,17.0,1.1437648927720412,16.0,0.3284833348151995,0.7737779086253983,0.4068514652107189,0.47323002308483,0.4338500933643165,0.4429422225950723,0.3870438545627448
neymar el aynaoui,Ligue 1,lens,Midfielder,Deep-lying Playmaker,1566.0,0.0574712643678161,1.0,0.9770114942528736,17.0,0.1149425287356322,2.0,53.49999999999999,48.38709677419354,0.9195402298850576,37.98850574712644,0.0,2.126436781609195,37.0,1.8390804597701151,32.0,0.3027426238511144,0.7476546713101428,0.2210322358126982,0.4898641994290987,0.3351968368015093,0.3788063159397608,0.3754805073848744
nicola zalewski,Serie A,roma,Midfielder,Deep-lying Playmaker,964.0,0.0,0.0,0.8402489626556017,9.0,0.0933609958506224,1.0,55.30303030303031,53.333333333333336,1.5871369294605808,35.29045643153527,76.0,1.867219917012448,20.0,0.8402489626556017,9.0,0.3030474984842337,0.1061849650909789,0.2982846104797667,0.5725420989044312,0.3954713514659547,0.3110997826494495,0.3676968810329623
nicolas schmidt,Ligue 1,toulouse,Midfielder,Positional Anchor,1272.0,0.070754716981132,1.0,1.2028301886792454,17.0,0.070754716981132,1.0,53.78151260504202,55.00000000000001,1.981132075471698,54.976415094339615,0.0,2.547169811320755,36.0,0.2830188679245283,4.0,0.3643538211262394,0.7145210530989786,0.3163414168902858,0.3089405702004734,0.4750354256961856,0.3228877505814765,0.3651621848874923
nicolas viola,Serie A,cagliari,Midfielder,Deep-lying Playmaker,1199.0,0.3753127606338615,5.0,2.326939115929941,31.0,0.1501251042535446,2.0,42.85714285714286,47.05882352941176,2.4770642201834865,31.601334445371144,63.4,0.97581317764804,13.0,0.1501251042535446,2.0,0.2895881490150305,0.6972123079337722,0.1972342023646849,0.642652901396667,0.7119061491781635,0.5605191539984427,0.3690764490713215
nicolò barella,Serie A,inter,Midfielder,Deep-lying Playmaker,2860.0,0.0629370629370629,2.0,0.9125874125874126,29.0,0.0944055944055944,3.0,46.89922480620156,55.769230769230774,1.3531468531468531,63.346153846153854,48.0,1.4475524475524475,46.0,0.3146853146853147,10.0,0.2326655325419586,0.691056811356939,0.3254501711953373,0.4711100166641411,0.7143812516683301,0.5589345761682962,0.2435662284338762
nikola moro,Serie A,bologna,Midfielder,Deep-lying Playmaker,838.0,0.107398568019093,1.0,0.9665871121718376,9.0,0.0,0.0,45.34883720930235,49.999999999999986,1.181384248210024,59.39140811455847,82.0,2.2553699284009547,21.0,0.7517899761336515,7.0,0.4163684721348309,0.704104835373515,0.4210286785720968,0.5358945850925867,0.4423748602719979,0.4211209535555574,0.4990965885990847
nikola vlašić,Serie A,torino,Midfielder,Deep-lying Playmaker,2615.0,0.1032504780114722,3.0,0.8948374760994263,26.0,0.0688336520076481,2.0,46.27450980392156,63.63636363636363,1.2045889101338434,32.868068833652,0.0,0.9636711281070744,28.0,0.378585086042065,11.0,0.2906011614455756,0.7419806433468388,0.615010605628148,0.8041256130870359,0.8470268965290739,0.4125328192337367,0.2359490370995782
oihan sancet,La Liga,athletic club,Midfielder,Final-Third Playmaker,1991.0,0.1808136614766449,4.0,1.4917127071823204,33.0,0.2260170768458061,5.0,45.614035087719294,53.06122448979591,1.898543445504772,34.6258161727775,79.9,0.8588648920140632,19.0,0.406830738322451,9.0,0.7945328133058661,0.1725948435856804,0.419232571122637,0.5176677379347749,0.3677050768969681,0.2420814085757296,0.3769967540270527
oliver torres,La Liga,sevilla,Midfielder,Final-Third Playmaker,1621.0,0.0,0.0,0.3886489821098087,7.0,0.0555212831585441,1.0,40.000000000000014,47.82608695652174,1.2214682294879704,45.80505860579889,80.9,2.0542874768661323,37.0,0.3331276989512646,6.0,0.4731904124608838,0.7018014447531584,0.3168813317490218,0.3404515693098945,0.3488608411546588,0.2751098357607549,0.2631030136290826
omar mascarell,La Liga,mallorca,Midfielder,Final-Third Playmaker,1573.0,0.0,0.0,0.2288620470438652,4.0,0.0,0.0,51.51515151515152,88.8888888888889,0.1716465352828989,44.34202161474889,81.9,1.888111888111888,33.0,1.7736808645899556,31.0,0.6306866868845229,0.7848614114684216,0.5828059531786878,0.4721394530452888,0.4862993145051496,0.3365891328964493,0.4678195268971152
omar targhalline,Ligue 1,le havre,Midfielder,Deep-lying Playmaker,1032.0,0.0,0.0,0.436046511627907,5.0,0.0,0.0,55.140186915887845,49.999999999999986,0.6976744186046512,60.17441860465116,42.0,2.005813953488372,23.0,1.744186046511628,20.0,0.2085855068408411,0.7196765278206556,0.5720227965528034,0.492392408431575,0.4332590706683671,0.4707852485856645,0.2763501393927319
ondrej duda,Serie A,verona,Midfielder,Deep-lying Playmaker,2464.0,0.036525974025974,1.0,0.6574675324675324,18.0,0.1461038961038961,4.0,51.685393258426956,61.76470588235294,1.935876623376624,40.39772727272727,0.0,2.155032467532468,59.0,0.9496753246753248,26.0,0.267263153480008,0.7165022803680658,0.4934023596504443,0.5385488323797879,0.3966347968469686,0.3389157086240597,0.2378310003626876
oscar valentin,La Liga,rayo vallecano,Midfielder,Final-Third Playmaker,2701.0,0.0333209922251018,1.0,0.3665309144761199,11.0,0.0,0.0,49.08136482939634,63.63636363636365,0.3665309144761199,40.91817845242503,81.2,3.5653461680858944,107.0,1.1662347278785634,35.0,0.5975647480718954,0.6263656691570492,0.6454883732303837,0.981575179659772,0.4840809728653552,0.3104809166820474,0.2571188131211069
pablo barrios,La Liga,atletico madrid,Midfielder,Final-Third Playmaker,1558.0,0.0,0.0,0.693196405648267,12.0,0.0577663671373555,1.0,55.60747663551401,80.0,0.9242618741976892,48.52374839537869,83.4,2.599486521181001,45.0,1.6174582798459565,28.0,0.8135777350849385,0.3397587942548893,0.3064847375305651,0.6077093803078852,0.4132513227271243,0.6341485429355203,0.6847374553232207
pablo ibanez,La Liga,osasuna,Midfielder,Final-Third Playmaker,1140.0,0.0789473684210526,1.0,1.657894736842105,21.0,0.1578947368421052,2.0,41.39784946236559,25.0,0.9473684210526316,34.26315789473684,75.9,1.4210526315789471,18.0,0.7105263157894737,9.0,0.7720375242025701,0.8411613107981615,0.5178491371546942,0.5730433748316662,0.4586641302500372,0.5556681129066235,0.3922603494685247
pablo rosario,Ligue 1,nice,Midfielder,Positional Anchor,2004.0,0.0,0.0,0.6287425149700598,14.0,0.0,0.0,58.620689655172406,57.89473684210527,0.7634730538922156,50.65868263473054,89.0,1.6616766467065869,37.0,1.3023952095808384,29.0,0.4846823636598131,0.6456329427190753,0.2418730539103974,0.3359385572578276,0.620617009991828,0.4280228176148074,0.3455654464900634
pablo torre,La Liga,girona,Midfielder,Final-Third Playmaker,687.0,0.0,0.0,0.6550218340611353,5.0,0.2620087336244541,2.0,42.105263157894726,37.5,1.5720524017467248,55.02183406113537,83.0,0.6550218340611353,5.0,0.5240174672489083,4.0,0.4961774113645519,0.5103921889414432,0.3708133503006769,0.0,0.7211367065767381,0.3821858531139866,0.3548424928076635
pape gueye,Ligue 1,marseille,Midfielder,Positional Anchor,766.0,0.1174934725848564,1.0,0.5874673629242819,5.0,0.0,0.0,58.26086956521741,16.666666666666668,0.4699738903394256,55.92689295039165,81.3,3.877284595300261,33.0,1.5274151436031334,13.0,0.4850163212406839,0.29056580895541,0.5722443351487685,0.4166935881542182,0.6260155908527786,0.4563054819238939,0.5475691257080867
paulo azzi,Serie A,cagliari,Midfielder,Deep-lying Playmaker,938.0,0.0,0.0,1.2473347547974414,13.0,0.0,0.0,55.0561797752809,54.16666666666667,0.863539445628998,33.869936034115135,66.1,1.8230277185501067,19.0,1.535181236673774,16.0,0.2582619477094804,0.1880145229121785,0.6578065242633486,0.4809368690539363,0.3963513169452968,0.412293479432494,0.5367612343900394
pedri,La Liga,barcelona,Midfielder,Final-Third Playmaker,1481.0,0.2430790006752194,4.0,0.6684672518568535,11.0,0.1215395003376097,2.0,51.38888888888889,44.44444444444444,2.24848075624578,70.85752869682646,87.0,2.0054017555705603,33.0,0.8507765023632681,14.0,0.439285480654365,0.760821088233077,0.571684007540486,0.6150579060836919,0.3259809757970214,0.6478779198617076,0.3521540494793387
pedro chirivella,Ligue 1,nantes,Midfielder,Deep-lying Playmaker,2603.0,0.0345754898194391,1.0,0.3457548981943911,10.0,0.0345754898194391,1.0,45.91836734693877,71.42857142857143,0.656934306569343,58.74375720322705,85.7,1.7633499807913944,51.0,1.0718401844026124,31.0,0.3494704272168808,0.6838306601274936,0.3140265596688925,0.1943834084115802,0.3692698359244193,0.2979711542693857,0.3356803465231497
pepelu,La Liga,valencia,Midfielder,Final-Third Playmaker,3305.0,0.1906202723146747,7.0,0.7624810892586988,28.0,0.0272314674735249,1.0,54.88505747126435,54.54545454545454,1.5249621785173977,53.61875945537066,43.0,2.232980332829047,82.0,1.307110438729198,48.0,0.4446943399940647,0.7438685453448599,0.2781715123673809,0.610979229235038,0.3119667179927448,0.4591771266606125,0.3249332424029062
pierre lees-melou,Ligue 1,brest,Midfielder,Positional Anchor,2521.0,0.1428004760015866,4.0,1.0710035700119,30.0,0.0,0.0,55.342465753424655,67.44186046511625,0.9996033320111066,58.51249504165014,85.2,3.42721142403808,96.0,1.5351051170170569,43.0,0.5876277234793764,0.8918898547480884,0.5745361089607345,0.4751711062875876,0.4731442426099268,0.3248553760414087,0.5011076170509525
piotr zieliński,Serie A,napoli,Midfielder,Deep-lying Playmaker,1937.0,0.1393908105317501,3.0,0.8828084667010841,19.0,0.0929272070211667,2.0,48.06201550387597,48.387096774193544,2.183789364997419,52.87558079504388,0.0,1.0686628807434175,23.0,0.4181724315952503,9.0,0.4365733846535344,0.787632407205412,0.6862915420864115,0.5379935938298867,0.6315506872911172,0.409505207686803,0.0801187997891009
przemysław frankowski,Ligue 1,lens,Midfielder,Positional Anchor,2194.0,0.1230628988149498,3.0,0.861440291704649,21.0,0.0820419325432999,2.0,43.34763948497854,40.0,1.599817684594348,41.43117593436646,0.0,2.461257976298997,60.0,1.0255241567912488,25.0,0.288325208244789,0.1229632351492895,0.3544978223129242,0.4453385950369428,0.5337221155502264,0.5599151115317901,0.3262861015102532
rade krunić,Serie A,milan,Midfielder,Deep-lying Playmaker,687.0,0.0,0.0,0.2620087336244541,2.0,0.0,0.0,58.62068965517242,100.0,0.6550218340611353,55.54585152838428,0.0,1.310043668122271,10.0,1.4410480349344978,11.0,0.2902922409564559,0.8029573140029013,0.3414548352691811,0.4369602283681962,0.4849908166162039,0.5590781922627179,0.5355966251227183
ramon terrats,La Liga,villarreal,Midfielder,Final-Third Playmaker,780.0,0.0,0.0,0.5769230769230769,5.0,0.2307692307692307,2.0,51.546391752577314,55.00000000000001,0.9230769230769232,47.42307692307693,81.2,2.076923076923077,18.0,0.2307692307692307,2.0,0.4973363800246562,0.7145777403503631,0.3408845721035699,0.4857754379244077,0.5490141969344609,0.5096740833612199,0.2602034143807663
rayan cherki,Ligue 1,lyon,Midfielder,Positional Anchor,1721.0,0.052295177222545,1.0,1.8826263800116207,36.0,0.3137710633352702,6.0,50.53763440860215,62.79069767441862,2.196397443346892,51.19697850087158,77.6,1.464264962231261,28.0,0.3660662405578152,7.0,0.4841851470063563,0.6987364102233106,0.4819047020260922,0.430438768452577,0.7451788581229313,0.3376083472351698,0.4869879004117325
reda khadra,Ligue 1,reims,Midfielder,Deep-lying Playmaker,1364.0,0.0659824046920821,1.0,1.0557184750733135,16.0,0.1979472140762463,3.0,35.76158940397351,47.45762711864406,1.4516129032258065,21.24633431085044,74.3,1.0557184750733135,16.0,0.1979472140762463,3.0,0.2982492483621294,0.7707600412525595,0.4348006194529142,0.724295088816084,0.5459197188527394,0.4887862425354424,0.2552395154255043
reinier,Serie A,frosinone,Midfielder,Deep-lying Playmaker,1065.0,0.1690140845070422,2.0,0.8450704225352113,10.0,0.1690140845070422,2.0,41.73913043478261,52.941176470588225,1.352112676056338,32.45070422535211,79.3,1.7746478873239435,21.0,0.8450704225352113,10.0,0.2980044866359811,0.6739007485155342,0.4239781629444946,0.3170008576702841,0.5880356707948172,0.3768313726823995,0.1184217030837303
remi oudin,Serie A,lecce,Midfielder,Deep-lying Playmaker,1827.0,0.147783251231527,3.0,1.0344827586206895,21.0,0.0985221674876847,2.0,46.086956521739125,36.36363636363635,2.8571428571428568,30.83743842364532,61.8,1.2807881773399017,26.0,0.9852216748768472,20.0,0.3868718726253403,0.6477172562693294,0.13144088766383,0.3536865337603312,0.4613244851134676,0.5779669842355644,0.4008362806840582
remo freuler,Serie A,bologna,Midfielder,Deep-lying Playmaker,2632.0,0.0341945288753799,1.0,0.2735562310030395,8.0,0.0341945288753799,1.0,50.416666666666664,72.72727272727273,0.7180851063829786,63.84118541033435,90.5,2.6671732522796354,78.0,1.2310030395136775,36.0,0.3195850844342101,0.7868372540000206,0.2251037402743714,0.7261402359962128,0.4667503010608283,0.5223906567007113,0.3186815577130899
roberto gagliardini,Serie A,monza,Midfielder,Deep-lying Playmaker,2368.0,0.0380067567567567,1.0,1.0261824324324325,27.0,0.0760135135135135,2.0,57.6271186440678,53.33333333333332,0.7601351351351352,55.79391891891892,90.0,2.3184121621621623,61.0,1.1782094594594594,31.0,0.2988186247815773,0.7077993336429554,0.5939153022145081,0.2774123969243819,0.4544638500189224,0.3779807188130186,0.4926376356691969
roberto pereyra,Serie A,udinese,Midfielder,Deep-lying Playmaker,1864.0,0.1931330472103004,4.0,0.917381974248927,19.0,0.1448497854077253,3.0,42.60355029585799,42.10526315789473,1.2070815450643777,26.893776824034337,78.9,0.965665236051502,20.0,0.3379828326180257,7.0,0.3419317265402378,0.0,0.4918001579364573,0.3590437737044271,0.4503318662061439,0.574761252122319,0.4541927797028546
rodrigo riquelme,La Liga,atletico madrid,Midfielder,Final-Third Playmaker,1523.0,0.1772816808929743,3.0,1.7137229152987523,29.0,0.2954694681549573,5.0,44.559585492227974,36.666666666666664,1.7137229152987523,34.156270518713065,74.4,1.7728168089297438,30.0,0.5318450426789232,9.0,0.4887876322996638,0.6895693806583095,0.4717062823761307,0.5727570736761981,0.3596195836594817,0.3675767363817239,0.2741467600091339
rolando mandragora,Serie A,fiorentina,Midfielder,Deep-lying Playmaker,1583.0,0.1705622236260265,3.0,1.3644977890082122,24.0,0.1705622236260265,3.0,49.999999999999986,59.999999999999986,0.7959570435881238,41.04864181933039,79.6,1.47820593809223,26.0,0.5116866708780796,9.0,0.2856684274430603,0.7025487075533836,0.4056647316464165,0.3275622138886171,0.6331954441042942,0.4559507276512776,0.410543558812903
romain del castillo,Ligue 1,brest,Midfielder,Positional Anchor,2521.0,0.2856009520031733,8.0,1.1781039270130902,33.0,0.2856009520031733,8.0,46.4203233256351,49.34210526315789,3.177310591035304,41.62633875446252,67.3,1.6422054740182466,46.0,0.3213010710035699,9.0,0.296912240647704,0.8711226360416773,0.4202592996389676,0.4885384755225504,0.723983747502565,0.3765716067079142,0.4602886376421259
romain faivre,Ligue 1,lorient,Midfielder,Positional Anchor,1453.0,0.3097040605643496,5.0,0.9910529938059188,16.0,0.0619408121128699,1.0,56.91489361702128,50.57471264367817,0.9910529938059188,34.562973158981414,82.4,0.8052305574673091,13.0,0.4335856847900894,7.0,0.4576654419287775,0.6843367537614429,0.4794756450927224,0.3911395980252356,0.5854318513926334,0.5772734537537562,0.2851117944397826
ruben alcaraz,La Liga,cadiz,Midfielder,Final-Third Playmaker,3141.0,0.0859598853868194,3.0,1.002865329512894,35.0,0.0286532951289398,1.0,48.387096774193544,47.61904761904762,0.6303724928366762,43.63896848137536,80.3,2.808022922636104,98.0,0.9455587392550142,33.0,0.8401700012352107,0.7521086386622576,0.595222595877239,0.4515606749723189,0.4076760121307233,0.2136975611802365,0.4435254650127996
ruben garcia,La Liga,osasuna,Midfielder,Final-Third Playmaker,1549.0,0.1743060038734667,3.0,1.2201420271142671,21.0,0.1162040025823111,2.0,48.84792626728112,64.28571428571428,1.801162040025823,38.637830858618464,67.1,1.801162040025823,31.0,0.697224015493867,12.0,0.7028740223939813,0.8201903279482654,0.60574753220626,0.455706258077946,0.691818282690012,0.3964439384845702,0.6987895364139958
ruben loftus-cheek,Serie A,milan,Midfielder,Deep-lying Playmaker,2081.0,0.2594906295050456,6.0,1.1244593945218646,26.0,0.0432484382508409,1.0,54.275092936802984,60.0,1.0812109562710237,31.00913022585296,84.4,1.2109562710235464,28.0,0.3892359442575684,9.0,0.3369094037507448,0.6583815760545804,0.2473780489601305,0.3738717849510123,0.6012964262942875,0.6284053323046646,0.3972256458186826
ruslan malinovskyi,,,,Deep-lying Playmaker,,,,,,,,,,,,,,,,,0.2366790722111649,0.7892174737152885,0.4836585360875921,0.603468788324117,0.4835974427095361,0.3957676274861814,0.4908342719110302
rémy cabella,Ligue 1,lille,Midfielder,Deep-lying Playmaker,1467.0,0.1226993865030674,2.0,1.6564417177914113,27.0,0.1226993865030674,2.0,52.86343612334803,46.666666666666664,1.96319018404908,50.79754601226993,0.0,3.3128834355828225,54.0,0.3067484662576687,5.0,0.2182653193602563,0.7100969187027345,0.5109602177881812,0.3935476968429223,0.6832115123373383,0.4621372107395349,0.4835432911675382
răzvan marin,Serie A,empoli,Midfielder,Deep-lying Playmaker,1817.0,0.0,0.0,1.337369290038525,27.0,0.1485965877820583,3.0,50.595238095238095,51.72413793103448,1.6345624656026416,39.62575674188222,0.0,1.9812878370941112,40.0,0.2971931755641167,6.0,0.3762971501280825,0.7370837640793237,0.3163868502261059,0.5236596289650205,0.309910383008209,0.3627703247926298,0.6293700726507406
salis abdul samed,Ligue 1,lens,Midfielder,Positional Anchor,1516.0,0.0,0.0,0.2968337730870712,5.0,0.0,0.0,38.655462184873954,38.88888888888889,0.3562005277044855,52.65831134564643,88.9,1.2467018469656992,21.0,0.712401055408971,12.0,0.5296569358814837,0.730685648636227,0.3769786496354051,0.381926540769985,0.6495815601129336,0.5992560923317296,0.4521325413922782
samu costa,La Liga,mallorca,Midfielder,Final-Third Playmaker,2304.0,0.0390625,1.0,0.625,16.0,0.0390625,1.0,55.90551181102362,60.0,0.5078125,41.328125,76.4,3.5546875,91.0,1.5234375,39.0,0.6057598076086654,0.333356028828622,0.0,0.6622603555879873,0.3029478848747488,0.4056846965775508,0.4254255000710132
samuel lino,La Liga,atletico madrid,Midfielder,Final-Third Playmaker,2090.0,0.1722488038277512,4.0,1.4210526315789471,33.0,0.2153110047846889,5.0,55.115511551155116,58.82352941176471,1.507177033492823,39.91866028708135,80.4,2.6698564593301435,62.0,0.6028708133971292,14.0,0.4987833977900791,0.634717049382165,0.4844717294533263,0.3316018554704149,0.3877412500011177,0.3372617922239529,0.3336064596126711
samuel moutoussamy,Ligue 1,nantes,Midfielder,Positional Anchor,1100.0,0.0818181818181818,1.0,0.8181818181818181,10.0,0.0,0.0,47.40740740740741,45.45454545454544,0.9,40.41818181818182,83.7,3.1090909090909093,38.0,0.9,11.0,0.4853157505924157,0.696477197001524,0.2453565203783662,0.3157224267410649,0.3801036755194901,0.3957459551004758,0.2799818014363964
samuele ricci,Serie A,torino,Midfielder,Deep-lying Playmaker,2400.0,0.0375,1.0,0.6749999999999999,18.0,0.075,2.0,51.98019801980198,33.33333333333333,0.975,46.725,85.6,1.2375,33.0,1.0125,27.0,0.253817310529692,0.7406768828769038,0.1758113988679581,0.7873079815857179,0.4149500466594985,0.2783002007801851,0.4117395687742293
sandi lovrić,Serie A,udinese,Midfielder,Deep-lying Playmaker,1990.0,0.0452261306532663,1.0,1.4472361809045229,32.0,0.135678391959799,3.0,45.06172839506172,54.83870967741936,1.944723618090452,28.08542713567839,0.0,1.1306532663316584,25.0,0.9045226130653268,20.0,0.1482802084098023,0.7502046806584907,0.4915906635816832,0.3338776305116454,0.3741503100583388,0.4496447882465518,0.2739424157832676
santi comesana,La Liga,villarreal,Midfielder,Final-Third Playmaker,1656.0,0.108695652173913,2.0,0.7065217391304348,13.0,0.0,0.0,52.941176470588225,65.625,0.6521739130434783,46.52173913043478,86.6,2.391304347826087,44.0,1.1956521739130437,22.0,0.6161765506280732,0.659778862337279,0.3174343316299558,0.3675748753181114,0.6019675247759015,0.137191292726539,0.6002494722455881
sergi canos,La Liga,valencia,Midfielder,Final-Third Playmaker,1231.0,0.0731112916328188,1.0,2.6320064987814784,36.0,0.1462225832656377,2.0,48.571428571428555,47.368421052631575,0.8773354995938262,26.17384240454915,64.2,1.6084484159220147,22.0,0.8042242079610074,11.0,0.4985549496268847,0.7072379533847584,0.2795565779784376,0.5292304847074643,0.4085801855543335,0.5592071479320052,0.2701963471118789
sergi roberto,La Liga,barcelona,Midfielder,Final-Third Playmaker,863.0,0.3128621089223638,3.0,1.0428736964078795,10.0,0.2085747392815758,2.0,52.85714285714285,75.00000000000001,0.9385863267670916,65.59675550405562,89.0,1.5643105446118193,15.0,0.8342989571263035,8.0,0.4710473057111993,0.7207426534180655,0.2658190706333028,0.8251954774086774,0.4214586894296578,0.2994794289546007,0.1072341574167387
sergio arribas,La Liga,almeria,Midfielder,Final-Third Playmaker,2053.0,0.3945445689235266,9.0,2.01656113005358,46.0,0.1753531417437895,4.0,52.38095238095239,34.04255319148936,1.8412079883097907,29.72235752557233,78.3,1.4028251339503166,32.0,0.7014125669751583,16.0,0.6064932037634918,0.6758920564288006,0.4003663567126362,0.4410769660377899,0.687718434242762,0.3673744658111907,0.2743028638729241
simone bastoni,Serie A,empoli,Midfielder,Deep-lying Playmaker,746.0,0.1206434316353887,1.0,0.6032171581769437,5.0,0.0,0.0,47.95918367346938,44.44444444444445,1.447721179624665,33.78016085790885,68.3,2.6541554959785523,22.0,1.327077747989276,11.0,0.2859051772265708,0.7265785740319911,0.5912927337841298,0.5618595224491603,0.4514498014743354,0.3056978515692251,0.4532138711252537
soungoutou magassa,Ligue 1,monaco,Midfielder,Positional Anchor,1343.0,0.0,0.0,0.4690990320178704,7.0,0.0,0.0,55.73770491803279,66.66666666666667,0.1340282948622487,66.47803425167535,87.3,3.819806403574088,57.0,1.4072970960536113,21.0,0.6004552223077043,0.2727452551959755,0.626038862190945,0.5915745222076241,0.5474945222634958,0.4301363302499231,0.2254101912582268
stanislav lobotka,Serie A,napoli,Midfielder,Deep-lying Playmaker,3295.0,0.0,0.0,0.2731411229135053,10.0,0.0273141122913505,1.0,52.991452991452995,55.99999999999999,0.6009104704097117,59.87253414264037,91.4,1.5842185128983308,58.0,0.7647951441578149,28.0,0.3270714437614297,0.6832897246934316,0.3957269385549801,0.4058289794514583,0.4346859872547303,0.4115199814173718,0.2742926517659489
stijn spierings,Ligue 1,toulouse,Midfielder,Positional Anchor,1513.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,,0.0,3.450099140779907,86.7,0.0594844679444811,1.0,0.1189689358889623,2.0,0.4648966038486575,0.796960504557489,0.4844787403059712,0.4755260777327905,0.4264269211200971,0.5310675002726819,0.3159607281570248
suat serdar,Serie A,verona,Midfielder,Deep-lying Playmaker,1664.0,0.0,0.0,0.703125,13.0,0.1081730769230769,2.0,49.54545454545455,56.25,0.919471153846154,31.802884615384617,0.0,2.758413461538461,51.0,1.0817307692307694,20.0,0.2671669840417224,0.765386764294787,0.4787668026461092,0.3232445336888799,0.5443310611845793,0.4459576007583917,0.5403227585278905
suso,La Liga,sevilla,Midfielder,Final-Third Playmaker,1512.0,0.0595238095238095,1.0,1.011904761904762,17.0,0.238095238095238,4.0,52.808988764044926,62.7906976744186,2.4404761904761902,44.94047619047619,77.4,1.4285714285714284,24.0,0.2976190476190476,5.0,0.4779564696888753,0.657258933604394,0.2324699845308601,0.3683705698795063,0.4558239003457711,0.5168222984180566,0.2852646912722312
szymon żurkowski,Serie A,empoli,Midfielder,Deep-lying Playmaker,872.0,0.4128440366972477,4.0,1.135321100917431,11.0,0.0,0.0,36.75213675213676,30.769230769230766,0.4128440366972477,24.564220183486235,0.0,1.548165137614679,15.0,0.6192660550458716,6.0,0.3415208160193858,0.724781002221172,0.5047302400087094,0.4210210936443615,0.7010124489137031,0.3817821140576352,0.482704597974398
