Player Name,League,Club,Position,Tactical Role,Minutes Played,Goals per 90,Shots,Assists per 90,Dribble Success %,Total Pass Accuracy %,Tackles Success %,Dribblers Tackled,Blocks per 90,Shots Blocked per 90,Passes Blocked per 90,Clearances per 90,Errors per 90,Aggressive High Block Engagement,Transition Ability (Interceptions-Passing),Area Clearance & Box Protection,Build-up Ability,1v1 Ability,Compactness & Shot Blocks,Overall Defensive Workload Index,Vertical Passing / Line-Breaking,Low-Tempo Defensive Coverage,Mid-Third Engagements,Long Passing Ability - Pressured Duel Success,Errors Under Pressure,Area Variety in Tackling,Structured Passing in Tactical Mid-Blocks,Defensive Stress Indicators & Rescue Actions,Passing Reliability Across Areas,Defensive Energy & Effort Radar
N. Gyömbér,Serie A,Salernitana,Defender,Positional Defender,1763.0,0.0,2.0,0.0,0.625,0.8525033829499321,0.6,20.0,1.6846284741917186,1.174134997163925,0.5104934770277935,3.93079977311401,0.1020986954055587,0.2484359374818235,0.5825096813501509,0.661593042612062,0.4026280722590776,0.6240682237370149,0.470512843856739,0.1898549301296132,0.2129034800595084,0.3464882308015315,0.3487351311471501,0.4318227713114281,0.3395308098146752,0.3521851542650397,0.6113258444789855,0.1508398165877015,0.7231435167523997,0.8017040313543069
Danilo,Serie A,Juventus,Defender,Positional Defender,2450.0,0.036734693877551,12.0,0.036734693877551,0.8888888888888888,0.9180611656087708,0.9473684210526314,32.0,1.2489795918367346,0.5510204081632653,0.6979591836734694,3.453061224489796,0.0,0.3878293880326043,0.5898871747286507,0.2714871798153012,0.3668294497903803,0.5917003326811731,0.5643078555118277,0.3147271738376236,0.2307958078642884,0.5926974616383602,0.4659943997909113,0.466408015468172,0.3815378121677747,0.6421423451082258,0.4602212670185293,0.1272915121222498,0.6406225473099519,0.8443575585226322
Alex Sandro,Serie A,Juventus,Defender,Positional Defender,716.0,0.1256983240223463,4.0,0.0,0.5,0.9795501022494888,1.0,4.0,1.6340782122905029,0.8798882681564246,0.7541899441340782,2.8910614525139664,0.0,0.2725425039586509,0.5815279613428408,0.3856633971285999,0.6309718656363655,0.3121381704577344,0.6279787689825768,0.4257205954846904,0.1472979347103471,0.5385244946592841,0.5231294175175072,0.2657085481666764,0.4924347264926572,0.3841976587058071,0.5075038517697092,0.1351819342387614,0.7077264161354988,0.8347613418852976
Ruan Tressoldi,Serie A,Sassuolo,Defender,Ball-Playing Centre-Back,1513.0,0.0,7.0,0.0,0.5,0.8984848484848486,1.3636363636363635,10.0,1.0707204230006608,0.8922670191672174,0.1784534038334435,4.044943820224719,0.1189689358889623,0.2227388557154365,0.4516293721571811,0.3182752624829305,0.6394495163262552,0.6358865607075314,0.724597151736933,0.2891246806744058,0.2762443745802145,0.1660998683129633,0.7282383509424463,0.6014521314205585,0.3361491462833509,0.5387344950281789,0.4615890633196406,0.3362702158936197,0.8199511990760209,0.64049941427665
J. Sambia,Serie A,Salernitana,Defender,Ball-Winning Full-Back,1030.0,0.087378640776699,7.0,0.174757281553398,0.2941176470588235,0.9826732673267324,0.6249999999999999,6.0,1.3106796116504855,0.6116504854368932,0.6990291262135923,2.4466019417475726,0.0,0.3443165312789568,0.2384168446875435,0.6101595535851544,0.5435682838690092,0.3570864461288607,0.4190356479715262,0.2780084998373334,0.354886681524051,0.5020319672072812,0.5599829894193771,0.5900752664200983,0.1851433757509691,0.4864964865615224,0.0746497895154468,0.1552491331394811,0.8004851733216019,0.8571689358104566
G. Ferrari,Serie A,Sassuolo,Defender,Ball-Playing Centre-Back,2267.0,0.0397000441111601,10.0,0.0,0.75,0.8695299837925446,0.9090909090909092,12.0,1.111601235112483,0.6749007498897222,0.4367004852227613,3.017203352448169,0.0,0.162007192339118,0.3017846803693985,0.4841232155562505,0.5424505010413831,0.5123234019780897,0.5313460733481798,0.2109694337269358,0.1886541319605327,0.4655881993608325,0.6435994479714555,0.50189979260535,0.548812095777171,0.5451833001852505,0.668140330521824,0.1283974417557375,0.5920981615087421,0.8685073463856838
F. Daniliuc,Serie A,Salernitana,Defender,Defensive Anchor / Stopper,742.0,0.0,2.0,0.0,0.2,0.925925925925926,0.9166666666666666,9.0,1.5768194070080863,0.4851752021563342,1.091644204851752,1.8194070080862528,0.0,0.5272856073149438,0.5093139567788649,0.4535760065591064,0.3150076521925191,0.502541799327753,0.7539258139475746,0.1946250892307948,0.1717968479358559,0.3136496652670912,0.2126171241422011,0.7167330740279355,0.2907635181134614,0.5155257200457923,0.8146847380550708,0.1375677464859258,0.7979516667852249,0.8335814078728749
I. Monterisi,Serie A,Frosinone,Defender,Ball-Playing Centre-Back,1465.0,0.1228668941979522,4.0,0.1228668941979522,0.5555555555555556,0.8568376068376068,0.9285714285714288,12.0,1.3515358361774743,1.10580204778157,0.2457337883959044,3.870307167235495,0.0,0.2647479676270967,0.3280140865851867,0.6061392614880674,0.2925890685006745,0.6200704681053547,0.3755975022105309,0.5710400673054856,0.3198837656685034,0.3949091145320232,0.7317466643399274,0.2687282510121671,0.3624889703464422,0.3876756954390086,0.5429539007375428,0.1895021606830503,0.6339998124204143,0.7897084327050671
A. Oyono,Serie A,Frosinone,Defender,Defensive Anchor / Stopper,1197.0,0.0,3.0,0.075187969924812,0.48,1.0702479338842976,1.238095238095238,23.0,1.2781954887218046,0.225563909774436,1.0526315789473684,2.406015037593985,0.0,0.6998453455049969,0.4860653596172352,0.3819244630935837,0.1872782284711541,0.6933424597946798,0.654049536890731,0.248752358033443,0.208886533547138,0.5714399203394771,0.3631561368518284,0.2379379876976102,0.5304386073388601,0.6303124631656506,0.3477411249961064,0.1055626334291436,0.5492838101794917,0.863449654933051
G. Magnani,Serie A,Verona,Defender,Positional Defender,2441.0,0.0,8.0,0.0,0.8,0.8051282051282053,0.7826086956521738,15.0,1.843506759524785,1.0323637853338796,0.8111429741909053,4.350675952478492,0.0,0.1887008429300057,0.5685436987603898,0.7533760322226991,0.679034701059797,0.5337092703161792,0.70467278934351,0.265762477717749,0.2927220279889667,0.4991673225890287,0.5569219213361714,0.5587638706978953,0.4735967239039619,0.4953158080234439,0.6967697826890132,0.1519982358950482,0.6987331074423067,0.8216761564667805
B. Amione,Serie A,Verona,Defender,Positional Defender,580.0,0.0,5.0,0.0,0.5,0.8037037037037038,0.3333333333333332,4.0,0.6206896551724138,0.3103448275862069,0.3103448275862069,2.9482758620689657,0.3103448275862069,0.3438952858442297,0.4439422015872998,0.4618764091920453,0.7473797019622925,0.686931109790145,0.0864520880437811,0.0168068596177298,0.1962058372091107,0.5774805773983887,0.4538362587558112,0.7037598977438472,0.5350868363171097,0.605803933908987,0.9234551981380402,0.1337488215030367,0.5831048528155499,0.8388935057016714
R. Karsdorp,Serie A,AS Roma,Defender,Ball-Winning Full-Back,1216.0,0.0,6.0,0.1480263157894736,0.5,1.016822429906542,1.6363636363636362,16.0,0.962171052631579,0.2960526315789473,0.6661184210526315,1.1842105263157894,0.0,0.5610884519436272,0.2969522018447563,0.3114521682783232,0.3145269681742436,0.7057460543513935,0.7001462685230674,0.3143451568664732,0.4004245653993166,0.6889871194433135,0.8599407779766711,0.6315996348406407,0.2539610494753807,0.4628871203061689,0.565629375382511,0.1507252004554997,0.8493067489317551,0.8325291010187256
Pol Lirola,Serie A,Frosinone,Defender,Ball-Winning Full-Back,1539.0,0.1169590643274853,7.0,0.0584795321637426,0.4615384615384615,0.9011345218800648,1.2857142857142858,17.0,0.7017543859649122,0.0584795321637426,0.6432748538011696,2.39766081871345,0.0584795321637426,0.509578107381748,0.2985834089716633,0.2861531108434552,0.6582808424080209,0.5660525332409317,0.5511192352268378,0.4524204540697515,0.1742798348809191,0.50882088563057,0.3943862584975257,0.3502591103252406,0.5948639812692607,0.638787905240484,0.4056695622481724,0.1510648626454553,0.625099491062553,0.8403899617157947
M. Pedersen,Serie A,Sassuolo,Defender,Ball-Winning Full-Back,1604.0,0.0,2.0,0.112219451371571,0.6111111111111112,1.1327967806841044,0.96,21.0,1.0660847880299251,0.2805486284289277,0.7855361596009974,2.861596009975062,0.0,0.5558512734854166,0.3252328579413176,0.5332704274718347,0.3229329248767879,0.7386070750528841,0.5734213682257224,0.2474724574828895,0.2861570670454464,0.5461708434804675,0.4611304481628586,0.4935130710134212,0.1193067195710154,0.7262516158377913,0.4546425241455806,0.2598717525418365,0.6727954312553731,0.7194122714065934
M. Vojvoda,Serie A,Torino,Defender,Ball-Winning Full-Back,1372.0,0.0,8.0,0.1967930029154519,0.6363636363636364,0.9596977329974812,1.1428571428571428,11.0,0.7871720116618076,0.1311953352769679,0.6559766763848396,1.8367346938775508,0.0,0.4346800092282681,0.1459078451968744,0.3996358588280445,0.5916356519735538,0.4507785127202006,0.5365042462206581,0.0567730074040355,0.3584474531682171,0.4483302281085276,0.5411012039417464,0.4698132633436521,0.2784963680156225,0.7494697678652203,0.6114993716482108,0.1630652995350902,0.7925041802083186,0.8352360219284936
F. Centonze,Serie A,Verona,Defender,Defensive Anchor / Stopper,675.0,0.0,1.0,0.1333333333333333,0.4782608695652174,1.0142857142857142,0.7999999999999999,5.0,1.8666666666666667,0.2666666666666666,1.6,2.4000000000000004,0.0,0.6492558242363644,0.4560552563871464,0.9716819386441168,0.696247797471228,0.509123227123828,0.6475179383455069,0.1856572996579958,0.3298949786170315,0.7595755428487869,0.2069333324057004,0.3805434201077154,0.5369061596579393,0.5847426548575592,0.7954735690603334,0.1012452427799092,0.4571985311108592,0.8506013031813973
A. Dossena,Serie A,Cagliari,Defender,Positional Defender,2978.0,0.0604432505036937,21.0,0.1208865010073875,0.625,0.8040123456790123,0.813953488372093,32.0,1.5110812625923438,0.8159838817998656,0.6950973807924782,5.198119543317663,0.0604432505036937,0.275844550461195,0.5528668215201372,0.6205940184636032,0.5243739416557319,0.6501836921004513,0.5442229139585357,0.4941390639600856,0.3803200671150542,0.5844151331097367,0.3313795366276811,0.3873624647939089,0.3847809834648018,0.6808989080783782,0.5396961051042493,0.1545622390055994,0.6113695372798682,0.824430932344363
E. Valeri,Serie A,Frosinone,Defender,Ball-Winning Full-Back,1178.0,0.0,13.0,0.0764006791171477,0.3333333333333333,0.9472222222222224,1.5999999999999996,10.0,1.0696095076400678,0.2292020373514431,0.8404074702886247,1.6808149405772497,0.0,0.6615417312103714,0.1463568452177385,0.7390428397660176,0.6863962958900072,0.789254375068729,0.8796201891559223,0.2908860297291668,0.2381166821389392,0.5010367595968396,0.5824848922798092,0.2926769915015088,0.1778559124683036,0.4418351613245857,0.2620905174052092,0.1930926897652217,0.7460494752671408,0.8069469407043528
P. Schuurs,Serie A,Torino,Defender,Defensive Anchor / Stopper,771.0,0.1167315175097276,5.0,0.0,1.0,0.8975,1.090909090909091,3.0,1.1673151750972763,0.2334630350194552,0.933852140077821,2.684824902723736,0.0,0.4893290160202761,0.5126973789008711,0.226335875912108,0.3287838247669024,0.5133693171624707,0.6023213779112984,0.5100319881642313,0.1337244632459275,0.5317087977811318,0.3285294353743544,0.5428298067238136,0.5498745991032499,0.7013843826707292,0.7126134333081549,0.1286801350976884,0.6582904976293369,0.850604667079721
A. Masina,Serie A,Torino,Defender,Ball-Playing Centre-Back,1021.0,0.0,4.0,0.0,1.0,0.884126984126984,1.5,5.0,1.0577864838393731,0.5288932419196866,0.5288932419196866,2.644466209598433,0.0,0.3526647911146153,0.3345772960159687,0.3367880875535487,0.497505247814569,0.6319044262709343,0.8473626670883727,0.2278409221567149,0.15832272935552,0.3072978542438799,0.4319089543266241,0.3143779208799865,0.4141222931721692,0.5404111527944637,0.5150221389868637,0.1748852818304337,0.7230568043868655,0.8001339926147812
C. Biraghi,Serie A,Fiorentina,Defender,Ball-Winning Full-Back,2359.0,0.0763035184400169,11.0,0.1907587961000423,0.3076923076923077,1.055513307984791,1.4,28.0,1.1445527766002543,0.1907587961000423,0.953793980500212,1.6405256464603646,0.0,0.5982344318120947,0.2075504275995517,0.4279379746581972,0.3721643297831035,0.4246505261031728,0.620510719340426,0.3037737473377082,0.2692069481658213,0.4198488872452454,0.3291701270182697,0.1178233337591191,0.5027938178602716,0.6246354922933326,0.4730609486281882,0.1399593751159913,0.5934715328234847,0.8550266070260104
S. Walukiewicz,Serie A,Empoli,Defender,Positional Defender,2054.0,0.0,3.0,0.0,0.8,0.8320158102766798,0.8484848484848485,28.0,2.190847127555988,1.3583252190847128,0.8325219084712755,5.301850048685492,0.0,0.24514448478647,0.5531156298088288,0.9313447235451918,0.238583679146717,0.7138450018876624,0.8056672850270403,0.4211988314066253,0.2508305147810856,0.197929492988933,0.2063592333160857,0.4011649229513063,0.2888064137084605,0.4698869631956632,0.6355797847371487,0.1839735475667397,0.607515262125643,0.769335414792712
G. Zappa,Serie A,Cagliari,Defender,Ball-Winning Full-Back,2555.0,0.035225048923679,15.0,0.1056751467710371,0.36,0.9543336439888166,1.0689655172413792,29.0,1.0215264187866928,0.1761252446183953,0.8454011741682974,2.641878669275929,0.0704500978473581,0.5959759174324236,0.2951072071481601,0.5214420900370464,0.4527904792207673,0.6182255383341304,0.5168171463755831,0.2673502441188271,0.2603871504267295,0.5125995717841667,0.6262635838054079,0.4465707927660595,0.3078131883742952,0.754093626677268,0.5204238394907869,0.158289958518714,0.6297550154599206,0.8138009299762308
Y. Mina,Serie A,Cagliari,Defender,Ball-Playing Centre-Back,1218.0,0.147783251231527,3.0,0.0,0.6666666666666666,0.8028673835125449,0.9285714285714288,13.0,1.6995073891625616,1.0344827586206895,0.6650246305418719,5.689655172413794,0.0,0.2107125653424492,0.4388627912958506,0.7809167860474993,0.1470218050959388,0.7136381147388549,0.5006914625132268,0.7776621659979068,0.2177857633284962,0.5381916493318966,0.6404933661966651,0.4007714306225793,0.540169325557035,0.6603647980364116,0.54164538195912,0.1769920110870224,0.4957412826531114,0.8120344408952416
N. Zortea,Serie A,Frosinone,Defender,Ball-Winning Full-Back,1260.0,0.0714285714285714,1.0,0.3571428571428571,0.4166666666666667,6.333333333333333,1.75,10.0,0.9285714285714286,0.3571428571428571,0.5714285714285714,2.071428571428572,0.0714285714285714,0.5019256053295277,0.0111413929894896,0.5036259157258828,0.448374287566845,0.5177265144122538,0.6604550177298972,0.4144416712393101,0.5046371047672598,0.2473752214978647,0.1641986676880136,0.0,0.6139283720348379,0.5638545665249556,0.528883400859028,0.6526194711623641,0.4546290143413757,0.2535036317153789
A. Obert,Serie A,Cagliari,Defender,Positional Defender,937.0,0.0,3.0,0.0,0.75,0.8591224018475749,1.125,8.0,1.248665955176094,0.6723585912486659,0.576307363927428,3.938100320170758,0.096051227321238,0.3312407515828451,0.5378965661093781,0.3893709127085155,0.8588019656454888,0.4718278058481072,0.6965740419368281,0.1397711959996626,0.1984444403077033,0.259810223186291,0.5452978570810564,0.3282702802342711,0.4393174344114771,0.6461127040484302,0.462281442071639,0.1645759613423217,0.7438518906415688,0.8125496369925251
E. Hysaj,Serie A,Lazio,Defender,Ball-Winning Full-Back,1195.0,0.0,2.0,0.0,0.25,0.975376196990424,1.75,15.0,1.205020920502092,0.4518828451882845,0.7531380753138075,2.334728033472804,0.0,0.4745899752730784,0.4086819301767189,0.3315682683300072,0.5630801543837146,0.482578837183456,0.770553051183667,0.1428526831617433,0.1579359213925445,0.3252497109605017,0.7286044119841867,0.3398495019061455,0.4812842900312969,0.6071269369955676,0.5584271054470684,0.1547819140201492,0.7360502126097608,0.8256914317919389
Mario Gila,Serie A,Lazio,Defender,Ball-Playing Centre-Back,1814.0,0.0,6.0,0.0,0.6923076923076923,0.918512658227848,0.608695652173913,19.0,1.3395810363836824,0.6945975744211687,0.6449834619625138,3.4233737596471885,0.0,0.2227474204891707,0.4606202082372363,0.3914336120525875,0.3239882082058516,0.4707030150949961,0.5502500345707919,0.0910461054865882,0.1661142085758468,0.318402903220915,0.2619580353491056,0.5961646677076287,0.3864446595052861,0.6397383480596865,0.4172491574674942,0.1375202011676008,0.6669619350368305,0.8452929780249409
B. Djimsiti,Serie A,Atalanta,Defender,Positional Defender,2832.0,0.0,9.0,0.0317796610169491,0.5,0.9190897597977242,0.8275862068965517,19.0,1.6843220338983051,1.048728813559322,0.635593220338983,3.1779661016949152,0.0,0.155278115650737,0.5825231980056557,0.4925509683991388,0.5798371341803867,0.5003692703323515,0.7284693450882844,0.246216401701343,0.3256173497541732,0.5561621134872143,0.5045299178397602,0.6139188507919047,0.4108553264735319,0.3273544428144404,0.6194842267479063,0.0409357283430452,0.8258654631412943,0.9303441907273932
R. Bellanova,Serie A,Torino,Defender,Ball-Winning Full-Back,3065.0,0.0293637846655791,22.0,0.2055464926590538,0.5512820512820513,1.099018733273863,1.7333333333333338,18.0,0.6166394779771615,0.1174551386623164,0.499184339314845,1.0570962479608483,0.0880913539967373,0.4062245454546934,0.0913226628810119,0.2913947897674499,0.4113745306235935,0.6808698157922308,0.6874117325104285,0.3231492518572426,0.4011973468105388,0.7286336641774817,0.493473707687633,0.4119241351943294,0.4403076237723141,0.4846326359360157,0.5352402410446423,0.152207351420199,0.7079843563198086,0.8410858418771724
I. Hien,Serie A,Atalanta,Defender,Positional Defender,930.0,0.0,4.0,0.0967741935483871,0.5,0.9205298013245032,1.5000000000000002,7.0,1.1612903225806452,0.4838709677419355,0.6774193548387097,3.193548387096774,0.0,0.3320260550740551,0.4750177235271114,0.2854621457762378,0.5588275624177143,0.6230199369963793,0.8379778260863684,0.3880162046408665,0.4050692427808504,0.3907641527021261,0.3005489948332164,0.6543256475799307,0.7103122267415828,0.5880598232170345,0.9124691432511558,0.1750908745908233,0.6537665639763457,0.7762223544866683
G. Scalvini,Serie A,Atalanta,Defender,Positional Defender,2555.0,0.035225048923679,14.0,0.1056751467710371,0.7777777777777778,0.8423841059602648,1.137931034482759,19.0,1.5499021526418788,0.598825831702544,0.9510763209393348,2.5009784735812133,0.0,0.4592231073350821,0.5777556903626877,0.4443445113948556,0.7348615036875946,0.420847435786452,0.6979624243097848,0.2556657550488087,0.3063807512710172,0.6982037337678133,0.6116261405653519,0.2571034657748035,0.3175927685803668,0.5038620375172796,0.6324893557467217,0.1204317268345827,0.781529950048492,0.8535453091800077
Pablo Marí,Serie A,Monza,Defender,Ball-Playing Centre-Back,2617.0,0.0,5.0,0.0,0.7142857142857143,0.919186046511628,0.7352941176470589,22.0,1.3756209400076425,0.8597630875047765,0.5158578525028659,3.954910202521972,0.034390523500191,0.1275946657054955,0.5239246140879229,0.3901443697482166,0.3887213264073728,0.6031025578179873,0.6802039523763911,0.2265181983703968,0.2165214603052245,0.4960341878137662,0.2882023664271684,0.5139651412798895,0.3017569066315644,0.5664660305943471,0.4650614719480842,0.1500741812572055,0.7835271608352616,0.832006566007715
F. Parisi,Serie A,Fiorentina,Defender,Ball-Winning Full-Back,1453.0,0.0,7.0,0.0619408121128699,0.6857142857142857,0.9952038369304556,1.3636363636363635,15.0,1.3007570543702685,0.3097040605643496,0.9910529938059188,1.6104611149346182,0.0,0.5047210260992188,0.414339179418956,0.3176393888602133,0.3513331753121689,0.4336789458528758,0.6642820259652237,0.1586917197266403,0.2955696546946819,0.5993540929588037,0.9110244180247812,0.7956985799116344,0.3969407938339204,0.6199831258893361,0.4543056062840342,0.1197783816490731,0.7334589173227493,0.8746147160237556
M. Viti,Serie A,Sassuolo,Defender,Positional Defender,984.0,0.0914634146341463,3.0,0.0,0.4,0.9269406392694064,1.0714285714285714,10.0,1.829268292682927,0.9146341463414632,0.9146341463414632,4.024390243902439,0.0,0.461689941805583,0.5444315417364337,0.6526710890577361,0.3148970543953499,0.5416779525191354,0.6492775929199784,0.5269452692336197,0.1800613696428671,0.2820597538386659,0.597396647820816,0.4325587512427021,0.2722012501295374,0.5940846276775769,0.724609673825084,0.1787575314900626,0.7874444744833057,0.7935739960039873
J. Cabal,Serie A,Verona,Defender,Defensive Anchor / Stopper,1497.0,0.0,9.0,0.0,0.5714285714285714,0.9318936877076408,1.4210526315789471,18.0,1.8036072144288573,0.5410821643286573,1.2625250501002003,3.306613226452906,0.1202404809619238,0.5798865726708949,0.6005614353754558,0.6737207388633739,0.5820571025415207,0.633540845490929,0.8660583605431573,0.3311976014431476,0.2366653500365261,0.7122569781232202,0.6966022979370582,0.3555941463363965,0.4907261030411135,0.5540548862380055,0.3683900505216507,0.1218786234421009,0.4681219970560367,0.8653847640820737
A. Cambiaso,Serie A,Juventus,Defender,Ball-Winning Full-Back,2389.0,0.0753453327752197,23.0,0.1130179991628296,0.490566037735849,0.9581351094196005,1.3043478260869568,25.0,1.0548346588530766,0.1130179991628296,0.9418166596902472,0.9794893260778568,0.0376726663876098,0.5403243098408489,0.2182716177249004,0.2758362137878785,0.2358831590627472,0.4585336085398213,0.7387068613419698,0.3614825985035688,0.2333388218521012,0.4324009187811946,0.340708239070049,0.632993432104694,0.2378204789738283,0.6089481779262093,0.4854546617264196,0.1534639159887897,0.6849552013397295,0.8366350681301082
F. Gatti,Serie A,Juventus,Defender,Ball-Playing Centre-Back,2641.0,0.1363120030291556,27.0,0.0,0.4736842105263157,0.8976135488837568,1.1875000000000002,19.0,0.8860280196895115,0.5111700113593336,0.3748580083301779,3.067020068156001,0.0340780007572889,0.2203339301370364,0.2494396674519118,0.3293974408748242,0.425377814127929,0.5488183896815744,0.565551115262649,0.5297011723320367,0.1314232979613857,0.396788561986796,0.4885096126173036,0.4587507061159602,0.4952465995532107,0.6061152593896697,0.6405903327855506,0.185521852887006,0.6330162131000933,0.8162808753171421
