name,team_clean,league,position,minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,goals_p90,shots_total_p90,assists_p90,passes_key_p90,passes_total_p90,passes_accuracy_perc,dribbles_success_perc,duels_win_perc,Cluster,Role_Label
Mostafa Mohamed,nantes,Ligue 1,Attacker,2015.0,-1.2682754103572835,0.5522744339906813,-1.357669572185219,-0.1708227660533128,-0.3238576054816989,-0.1627083843678209,-0.1764063936897866,-0.2928590713777032,0.1805255481472136,0.6126521019344703,-0.502327830466788,-0.4825395251988617,-1.2762425295526745,-1.1661364234460574,-0.0652639130905449,0.3849439246610983,3,Disruptive Presser
F. Balogun,monaco,Ligue 1,Attacker,1696.0,-0.9811839918157252,1.3143294687283091,1.4326063018045518,-1.8385102709267889,0.3722183328034003,0.7999793316121832,-1.131584624704501,-0.2331156683833672,0.2532551653289708,0.8604652251881023,1.1635014075378731,0.1313810785883027,-0.8600226547115495,0.0073640719345738,-1.8064091152333133,-2.014364098911502,1,Pure Finisher
C. Sabaly,metz,Ligue 1,Attacker,1382.0,-0.7280945383458248,-1.1947408357482667,0.3138173333117149,1.5618527166953329,0.0579274062508935,0.730729717609725,0.4277887223520196,0.0266851222623055,-0.6523482959826102,-1.2190073967819195,-0.731445530923491,-1.2510918754333715,-0.1707511040777096,0.9801342194211524,0.095766857049826,0.4534955824774581,0,Off-Ball Disruptor
E. Kroupi,lorient,Ligue 1,Attacker,1076.0,0.4375449880797589,0.1772709864522777,-0.3083832538654522,0.5101274944023361,2.6243174252533152,0.6589925646774532,0.1073255028453963,0.5366221606110806,0.4936959476819433,-0.4024570825122957,1.0271986475724857,-0.6693190070148264,-0.4667115198271387,0.825726259502648,2.068393791269379,-1.0546408894824617,0,Off-Ball Disruptor
M. Bamba,lorient,Ligue 1,Attacker,1149.0,-0.4206893061313904,2.009623797186248,0.2663661836335914,-0.7609454827194155,0.4327263906194018,0.7999568073657685,0.0960300522756968,-0.1102524075184691,1.5655285483571295,0.88580846284356,0.8763047305350864,-0.3618003107732216,-0.7029607292835028,0.0382456639182751,-0.6892581473844844,-0.7804342582170213,1,Pure Finisher
M. Bayo,le havre,Ligue 1,Attacker,1394.0,-1.463007888545079,0.4778662061255946,-0.8020136500629381,-0.0722566002408668,-0.2664420205783259,-0.4083899726591854,-0.2430530680527728,0.3340136062535194,0.0030592895779528,0.6237222978212682,-0.7367515688133638,-0.8100086399770767,-0.7278728699291116,-1.1198140354705066,-0.1457792981607304,-0.1806072523238724,3,Disruptive Presser
J. David,lille,Ligue 1,Attacker,2640.0,0.0017293445077151,1.864497548317653,0.9338455916108656,0.8396383075788764,0.6619179354794065,0.5064835074040942,0.3749452749540591,-0.5305239094634501,1.674017012128198,0.6589281764700955,-0.0571579876224714,-0.3717239131621541,-0.3661612381414794,1.5360028751277666,-0.2061658369633699,-0.5062276269515811,1,Pure Finisher
A. Joujou,le havre,Ligue 1,Attacker,766.0,-0.4754298988931084,-1.380197947833211,1.1189315851518211,-0.9949121527070616,0.1092007509540374,0.6764791824771784,-0.908417614474329,0.9919743697464328,-1.6570823585978132,-0.706122317291842,0.8763047305350864,-0.430025077197132,0.4911088659020052,-0.1933662759594812,-0.8200956481235367,-1.226020034023363,0,Off-Ball Disruptor
A. Nordin,montpellier,Ligue 1,Attacker,1253.0,2.3742323495704087,-0.4721553003451825,-2.091000318091418,1.6805670177590069,0.3042899323964771,0.5866607505906002,0.4951728533571608,-0.5702698112624803,0.1898749100031589,-0.1744199777174879,0.691699750791641,0.3555125965440965,0.049222642783452,0.9029302394619002,2.340133215881255,2.664286547055068,2,Creative Technician
T. Dallinga,toulouse,Ligue 1,Attacker,2517.0,-0.1682747220062213,0.8768160368173442,-2.3841254865793577,1.366598669363872,-0.4802718977425115,-0.1012861646554126,0.6900763032777292,0.3305603872371697,0.917357403483892,0.7817669001370544,-0.6709580340964126,-1.150898205144651,-0.4457162962325126,-0.7801165236497969,1.2733043637012935,1.875942482166929,1,Pure Finisher
Vítinha,marseille,Ligue 1,Attacker,921.0,0.4743731075256703,0.7171784058840328,-0.5406727566498063,-0.2624147304255277,0.3973119294351557,-0.1172624817070701,-1.198303654677302,-0.7418479269908749,-0.1494358064434038,1.2090343649991728,0.5019931947788714,0.7920204946761082,-0.8408210987602222,0.1926536238367793,0.3876351279292501,-0.0263660222370614,1,Pure Finisher
Kylian Mbappé,paris sg,Ligue 1,Attacker,2159.0,3.2915033638479083,5.038107189824635,0.6339428183700935,0.5365080569176145,-0.1445788254951535,0.0682243803284519,0.6980020195176827,0.5294106144129593,4.131191041498481,3.3306646389593344,1.4140529788377028,0.6325938299528653,1.98888853554614,1.6904108350462708,0.3473774353941574,0.4534955824774581,1,Pure Finisher
M. Terrier,rennes,Ligue 1,Attacker,1533.0,0.802962212962695,-0.0470046927018674,0.2085541502287073,1.147472905055307,-0.2785052814310641,1.0371287891014012,0.7621664546340935,0.0956140446161039,0.4563765067510618,-0.5088184371706899,0.3191828527845833,-0.6357674745733485,0.5796666475410257,1.149982975331506,0.095766857049826,1.053322588370608,0,Off-Ball Disruptor
A. Adams,montpellier,Ligue 1,Attacker,2264.0,-2.543456271759717,0.7951301550106049,-0.170957231829346,-0.4382494012705887,-0.445118814301975,-0.1869894401323842,-0.5545441564790288,-0.0402312700604344,-0.021578855023949,0.7435964485845551,-0.9715742129722698,-1.0256055911556885,-1.390564557076453,-1.104373239478655,-1.2126081503406925,-0.8318480015792921,3,Disruptive Presser
E. Wahi,lens,Ligue 1,Attacker,1700.0,-1.356606933006607,1.8883991983159647,0.129773567350666,-0.2464579812135085,1.2580096543958894,0.184846606598831,-0.8953613977031805,0.0605661611697117,0.7932867141096177,1.3891395183275477,0.1554233287827455,-0.7965124695401632,-1.374351723399982,0.0691272559019764,-0.0250062205554521,-1.671605809829702,1,Pure Finisher
I. Sarr,marseille,Ligue 1,Attacker,1448.0,0.5110193482347832,-1.0509606150021666,0.6120196833572569,-0.2117465264124607,-0.7994179588473274,1.458587431145335,0.094903263946727,-0.1324479494994418,-0.6981441855769496,-0.9886680427716752,1.0053291363996544,-0.1066170684031249,0.3710788498113808,0.5786735236330399,-1.0314485339327746,0.7448401281969874,0,Off-Ball Disruptor
I. Ndiaye,marseille,Ligue 1,Attacker,1624.0,1.2540503993273373,-1.235706496390122,0.4560514931723404,1.4550770381275142,0.9546310326581832,0.3731249997415642,-0.0660506306744159,0.2642140063868611,-0.8020685195989152,-0.8413972234856139,0.2257726349330283,-0.148219822781127,0.7506163966290692,1.64408844707072,1.3437553256377066,0.2307026945742885,0,Off-Ball Disruptor
Ivan Cavaleiro,lille,Ligue 1,Attacker,773.0,0.2283633219984971,-2.152947791261284,0.5165870482501227,0.2019605544848443,0.995859312075519,-0.3627887562228128,0.5380046361335938,0.4195528173967728,-1.0583145817395938,-1.9108823514175983,-0.2458332365664833,0.1617563702444216,0.6687089109815223,0.2080944198286311,0.9512428234205516,-0.574779284767942,0,Off-Ball Disruptor
Ângelo,strasbourg,Ligue 1,Attacker,1089.0,1.89184209987024,-2.979807589161996,-0.3641260871817565,-0.7781031199110653,0.3007046651431866,-0.0622000397653064,0.3175472536959871,-0.186418640938998,-1.6570823585978132,-2.1142282162499924,0.9988466036112338,1.6150263923857116,0.9087164625653176,-0.2551294599268816,1.0518870547582824,0.7791159571051679,2,Creative Technician
S. Nicholson,clermont foot,Ligue 1,Attacker,1487.0,-0.745984189657335,-0.068256314350441,0.4925783099675171,-0.6628606825249325,-0.7975418977761031,0.7710891951803994,-0.3725563398910747,-0.0014877178791622,-0.4120319443102446,-0.0188193173947816,0.370751516842924,-0.3742798914506282,-0.2512922836264871,-0.239688663935032,-1.4239610361499302,-0.1291935089616017,3,Disruptive Presser
M. Daramy,reims,Ligue 1,Attacker,1656.0,1.6505568267051132,-1.203530026870158,-1.0415108254557677,0.7393024790530907,0.1871194542678579,1.2100896893237272,0.29020586818061,0.0640013251086736,-0.5390932486668869,-0.884926136799804,1.224161592884126,-0.0945866422795713,0.3311544948078112,0.6249959116085908,1.233046671166201,1.6702875087178486,2,Creative Technician
E. Sabbi,le havre,Ligue 1,Attacker,1588.0,-1.921088345474812,-0.4373853334065284,0.1949224574835039,0.2845564687586562,-0.5764492544613401,0.5996629459838567,0.443438917980833,-0.0580715712250954,-0.1997539848213536,-0.7903302426894329,-0.8114047597546898,-1.2848109416619478,-0.769214380905537,-0.3014518479024346,-1.1119639190029609,-0.0092281077829724,3,Disruptive Presser
E. Nuamah,lyon,Ligue 1,Attacker,1846.0,0.0791143717375069,-1.1749411975204844,1.3512602395925606,0.3279769579255159,0.2595207320879352,-0.2833744769561708,-0.1186400359005003,0.1507282266584202,-0.9048925024037664,-0.864582382757649,-0.4249226779365569,0.1908720386867784,0.7155808692222859,0.8102854635107963,-0.1457792981607304,-0.7290205148547518,0,Off-Ball Disruptor
Joselu,real madrid,La Liga,Attacker,1674.0,-0.5310694138068486,1.66316190977496,-1.2462482886362332,1.091445575083918,-0.658404107198561,0.5713310504547218,0.1202224375731105,-0.1887875952038143,1.107836945532436,1.276658851514796,-0.3300958528995218,-1.1482191237456114,-0.8558255727531728,0.0228048679264256,0.0051870488458679,1.2589775618196888,1,Pure Finisher
José Arnáiz,osasuna,La Liga,Attacker,921.0,-0.3024589772275105,-0.241353607265482,0.7281255194322621,0.00787108082354,-0.594111722327605,-0.2455471261635749,-0.5614492177446687,-0.0387465846859847,-0.6519846571615407,0.2160221682697618,-0.4229185355090645,0.1111062134941462,0.2350515965761229,0.1926536238367793,-0.7697735324546706,-0.2491589101402322,0,Off-Ball Disruptor
Adri Embarba,almeria,La Liga,Attacker,2485.0,-0.0708505287868222,-1.2063179894730116,-0.1628692387677383,-0.7332949748827562,-0.9472478028599433,-1.0667735735384771,-0.2617266904056226,-0.3379747898573792,-1.0983127511393784,-0.3337642625821025,-0.6622417719578136,1.0717159685258015,0.2529356280695641,-0.9962876675357036,-0.4376475690401545,0.2992543523906483,0,Off-Ball Disruptor
Carles Pérez,celta vigo,La Liga,Attacker,771.0,-0.2955153588924805,-0.789250829539622,1.3464845852852576,0.3436055542146041,0.4178188701698055,-0.0348503429939488,-0.7004728798379746,0.3594672389005597,-1.056761357934514,-0.3262062815656238,-0.2429746191106327,-0.238624078786083,0.3993897285286265,0.8566078514863471,-0.23635910636469,-1.071778803936552,0,Off-Ball Disruptor
Álvaro Morata,atletico madrid,La Liga,Attacker,1909.0,-0.2937077513033895,2.5048344241475387,-1.8341445919985817,0.7695999786535074,-0.2083492521399957,0.4178351525503206,0.4180906842975845,-0.0832419589604014,1.979749685755804,1.696784200759578,-0.0091549851340525,-1.0401882187138567,-1.006968582536527,-0.3940966238535363,0.5386014749358485,1.1732879895492387,1,Pure Finisher
André Silva,real sociedad,La Liga,Attacker,728.0,-2.603763568171104,0.9051922487371556,2.9317860397962625,0.4340729106078863,0.2306153661511073,0.2631508905686002,-0.3760731781724618,-0.296083575823857,0.2502562053228063,0.0466553902103724,-1.3478302657969994,-1.195304531342262,-0.697128887548775,1.4124765071929637,-2.249243733119335,-2.425674045809662,3,Disruptive Presser
Jaime Mata,getafe,La Liga,Attacker,1791.0,-1.2405403945923936,-1.0147255733001654,-0.4089707590208504,-0.0177696117406954,0.7200077369189719,-0.7006352518807802,0.6102512946773305,0.7232235740112584,-0.3649341410897073,-1.0514406355959196,-0.8722056406740578,-0.6964102204703913,-0.1412242853172703,-1.0426100555112543,0.719761091343767,-0.7290205148547518,0,Off-Ball Disruptor
Sandro Ramírez,las palmas,La Liga,Attacker,1818.0,0.8625267756588497,-1.127050122308891,0.1239898907844604,0.3670929035514218,-0.627045657611029,-0.1090075115871212,-0.8226298554595924,0.0094005773440011,-1.4024907791085923,0.0081887574581324,0.0578524134029821,0.4875192237184981,0.6475741642810373,0.4242655637145357,0.0655735876485074,0.6591505559265374,0,Off-Ball Disruptor
Marc Cardona,las palmas,La Liga,Attacker,724.0,-0.0294045282084685,1.487094608671807,0.4820720563747454,0.4571723727602635,-0.2890917260493906,-0.0014787762896261,-0.0550426458092223,0.4292406518833366,0.9000861027911568,1.1166824019515944,-0.1712505646986729,-0.5397124088510442,0.4061715949737541,0.4397063597063874,-0.377261030237515,-0.2148830812320517,1,Pure Finisher
Carlos Vicente,alaves,La Liga,Attacker,1119.0,0.7478160882696112,-1.6975019409078087,-1.1524942577033896,-3.487812258468889,-0.4379532818721986,-0.0748531932256355,0.1373585561482045,-1.0325915951261762,-0.829830363045707,-1.3231911071790003,1.6971874414244077,2.491567936446636,-0.5487963969292233,-2.4322816947777928,-0.5684850697792062,0.3849439246610983,0,Off-Ball Disruptor
Juanmi,cadiz,La Liga,Attacker,872.0,-1.0687341359153988,-0.3068401482416532,2.1891810658173,0.041526504259313,1.4294374364288644,0.1408721503722784,0.0330921817486171,-0.1394467398435263,-0.0647171355081215,-0.9963940994495584,-0.3709452846098564,-0.2943579384596769,-0.2549564067779314,1.2426277512826076,-0.5282273772441134,-2.237156986814672,0,Off-Ball Disruptor
Borja Mayoral,getafe,La Liga,Attacker,2164.0,-1.099186688633242,0.7960675006471957,0.734748304277172,0.6940271717164742,0.7388817051316043,0.0057744711373212,1.430508258228998,-0.1770990841745441,1.5511950779414914,-0.6991337117413396,-0.9541871495330494,-0.8231056630443218,-0.3660633979246834,0.5477919316493387,-0.115586028759411,-0.746158429308842,1,Pure Finisher
Luis Rioja,alaves,La Liga,Attacker,2515.0,0.2391138008914589,-1.5376842397235502,-1.5447929644883835,-0.2716127088380643,0.8356639557464343,-0.6429157806008442,0.3511787466912572,0.2541802358753242,-0.7369084192113252,-1.0333701158325983,0.0069907339567797,0.3461096314130106,-0.1806377083278805,-1.181577219437907,1.7060745584535428,0.3335301812988288,0,Off-Ball Disruptor
Hugo Duro,valencia,La Liga,Attacker,2997.0,-2.0552673129792423,0.377999405159298,0.0100221845822825,0.5038032876328958,-0.3783591981107301,0.7418359133717025,0.3840651505162065,-0.1544239530786586,0.3505977847616289,-0.2458593806928013,-0.779365999133544,-1.5397190007428028,-1.1323706975220904,-0.1316030919920786,-1.011319687665228,-0.0435039366911516,3,Disruptive Presser
Diego López,valencia,La Liga,Attacker,2671.0,-0.6425023634333795,-1.7492920033968895,-0.0446995414030078,-1.3346979780188268,-0.1131510640392706,0.4463940318915463,0.1510857056368958,0.2628137706932387,-1.137223700966136,-1.496127652023955,0.5657085666893846,0.0171012935443711,-0.1313084169496946,-1.135254831462356,-0.5584206466454328,-0.3005726535025017,0,Off-Ball Disruptor
Mikel Oyarzabal,real sociedad,La Liga,Attacker,2156.0,-1.379010680094929,-0.2754524677975,1.0209407601095206,-0.2373040313084645,0.323205510755041,0.7676669830173197,0.6885979092642651,-0.198476117300298,0.275026836023074,-1.1851413774091153,-0.162518989922433,-0.7450108494529796,-0.5842706792054753,0.2389760118123302,-1.0213841107990014,-0.8832617449415615,3,Disruptive Presser
Abdón Prats,mallorca,La Liga,Attacker,1255.0,-1.99147953222728,0.323379237297777,-1.6066058470746156,-1.2698079771397686,-0.2332290300393344,-0.6946547581287179,0.672220402956275,0.2620936243833807,0.5557343338869846,-0.0576166508821017,-0.6690703426135826,-0.523147806188494,-1.1306110196707693,-2.633012042671848,-0.1759725675620505,-0.2148830812320517,3,Disruptive Presser
Raúl de Tomás,rayo vallecano,La Liga,Attacker,1277.0,-0.93537964467926,-0.6078437949788229,-0.2343897618727769,1.0106487681459115,0.7342091850129238,0.7439181971489294,-1.2131669419342206,0.2884090012591225,-1.2946332657932689,0.1287998753437773,-0.0136976055069629,-1.2899135780529212,-0.922543613597831,0.6249959116085908,0.5184726286683025,-0.3177105679565919,0,Off-Ball Disruptor
Jorge de Frutos,rayo vallecano,La Liga,Attacker,1540.0,-1.2362623397409571,-1.272748374350268,0.3820936218833409,0.6046157664173943,-1.020318922260028,-0.2372097904017024,0.1020277053525351,-0.113656500092096,-1.055981720271315,-0.8175057858370299,-1.3478302657969994,-0.5413997932943473,-0.0327611695182167,-0.1316030919920786,-0.8704177637924029,0.3335301812988288,3,Disruptive Presser
Iago Aspas,celta vigo,La Liga,Attacker,2715.0,4.3295235779167305,-0.5476994211790693,-0.9014325466709084,-0.836718667439943,0.73918121001455,-1.0940323337515432,-0.2020040391671673,-0.0069781718458255,-0.1227812817644308,0.3306849025882404,1.7897156037985391,2.982796360125366,1.863690277384328,0.1000088478856777,2.400519754683895,0.9333571871919776,2,Creative Technician
Gerard Moreno,villarreal,La Liga,Attacker,2231.0,3.033451296472923,-0.1557644625828015,0.38205169241073,0.0524911693521839,0.02660637585086,-0.3834659950747923,0.5119265005859656,0.1520735852462802,0.4175366082843189,-0.0878309587139285,0.94309856502825,1.5929569816289386,1.971534535504417,0.8874894434700484,0.9713716696880976,0.7619780426510777,2,Creative Technician
Gorka Guruzeta,athletic club,La Liga,Attacker,2240.0,0.3213402916798379,0.7906529534483664,-1.0585749284792916,-0.1252820331169943,1.0909229509858878,0.0324619254025419,0.8353378861404477,0.5977240200698596,1.2357144633484596,0.0361864772846877,0.553606572585118,-0.382328655670416,-0.0807089113459956,-0.5793861757557418,1.3336909025039332,-0.0949176800534224,1,Pure Finisher
Nico Williams,athletic club,La Liga,Attacker,2283.0,1.7525640796987916,-0.8471971975308307,-0.4759324057266278,-1.7690751890025302,0.332139408511076,1.444209570716313,-0.4427527031715222,0.0635758289743094,-0.6433997227865923,-0.5569005972090667,2.7565414992258117,0.95553834603748,0.1889593383423492,-0.3323334398861337,0.1561533958524655,0.3678060102070081,2,Creative Technician
Ilias Akhomach,villarreal,La Liga,Attacker,1512.0,0.2959264659760359,-1.739000735701071,0.2760842243976423,0.8711860584533756,0.086753228893742,0.3764600939615348,0.2340605265012343,-0.211132095682948,-1.0448502269689726,-1.3802186678088328,-0.2210528800890781,-0.0945866422795713,0.2328895609907648,0.8102854635107963,0.3473774353941574,0.5563230692019984,0,Off-Ball Disruptor
Álex Berenguer,athletic club,La Liga,Attacker,1579.0,-0.5417042759300718,-0.3871252301455392,0.6022183281951864,-2.251913184257865,0.2406959460049339,-0.5943401291899199,0.8244820165513123,-0.0405403429279738,0.3948064574755406,-1.0668020111445586,0.2706188227309077,1.0045097360012587,0.0910480777747102,-1.4595115472912152,-0.8301600712573102,-1.3288475207479018,0,Off-Ball Disruptor
Rodrygo,real madrid,La Liga,Attacker,2390.0,2.4592666651106527,0.894700276023149,1.3555025080279817,1.3597051304076229,-0.4475847986010385,0.1582435839908652,-0.5795756993225647,-0.1235706436059894,0.2795180242950887,1.1790501055023928,0.4342695325192943,0.7454391202103131,1.6188828955807588,2.416128246663241,0.07563801078228,0.6591505559265374,2,Creative Technician
Vinícius Júnior,real madrid,La Liga,Attacker,1875.0,1.192475425465797,2.755636205189072,0.1230399699396866,-0.5987619101076405,-0.6208162028348759,0.0976299972686041,0.1585330605840048,0.2465261808366536,2.045697573493416,1.9462466198510884,0.9237529437901708,0.4036269886899173,0.7318509862113323,0.0382456639182751,-0.5584206466454328,0.1792889512120178,1,Pure Finisher
Ferran Torres,barcelona,La Liga,Attacker,1202.0,1.2749800491096297,0.7073888296467604,1.1251347533096347,-0.0663297786083446,0.1866265718031126,-0.4869866672029298,0.5820984639713228,-0.380995603213132,1.038368923082574,0.0762679558903438,0.0695469448439138,1.1191652512339982,0.928592212224594,0.9183710354537497,-0.0652639130905449,-0.3177105679565919,1,Pure Finisher
Raphinha,barcelona,La Liga,Attacker,1370.0,5.296747446838568,1.3113419154726058,-0.9160938505939304,-1.6076966847106138,-0.3997970580694341,1.146517470153924,-1.3047090212456731,0.3770142349236615,0.3699869472915457,2.135241726595816,4.248223261470665,2.419877793538314,1.9539409626316,0.5014695436737878,0.9713716696880976,1.704563337626029,2,Creative Technician
Lamine Yamal,barcelona,La Liga,Attacker,2196.0,3.003452213619996,-0.9221450170958272,-0.0686949601007168,1.4058695190144368,-1.2346264476987645,0.2405962958403905,0.2164724230601389,0.7179877297344787,-0.6032401648104645,-0.0399181338016621,0.5917045784543408,0.440865930268744,2.446153141625817,1.1963053633070568,0.8204053226814992,2.235838685702817,2,Creative Technician
Gonçalo Guedes,villarreal,La Liga,Attacker,948.0,1.87123893806272,-0.7115355911112249,-0.6350364589209115,0.6768116691176349,0.654827195130962,-0.1856400462541624,0.1624300156975338,-0.2427520000607963,-0.1923751069794471,-0.3606162434386157,0.4493083493827229,0.8701317057294191,0.5309951568804244,0.7021998915678429,1.6456880196509032,0.8990813582837984,2,Creative Technician
Sávio,girona,La Liga,Attacker,2992.0,1.9757622254408664,-1.3297463937879146,-0.6236851181931341,0.1453942075189492,-0.0019604425951431,1.319568155524086,0.7098804590555582,-0.3940626153251814,-0.2648272036504093,-1.361889257972618,1.4992409360585774,0.5575010539147407,0.4510227505556115,0.655877503592292,0.719761091343767,1.6874254231719388,2,Creative Technician
Rubén Sobrino,cadiz,La Liga,Attacker,1648.0,-0.5865839633785616,-2.5298867125072246,0.7231372582231874,0.472146159425841,-0.5513697427026623,0.0913745634765282,0.3457837876448159,-0.122864363607248,-1.6570823585978132,-1.9841104375097645,-0.8309348145863275,-0.1791500259053246,0.3419910525469379,0.2389760118123302,-0.5181629541103401,0.2992543523906483,0,Off-Ball Disruptor
Chris Ramos,cadiz,La Liga,Attacker,2626.0,-2.9818888187445105,0.0644243408744051,-1.0943489511527196,-0.8447797100515649,-1.7571435631671863,-0.0825350131292915,-0.5746036437755169,0.4558517358825152,-0.7758038142120488,0.6208908120746446,-1.0234419552123888,-1.436249450235236,-1.2251198756930073,-2.4168408987859418,-1.7258937301631274,0.1450131223038386,3,Disruptive Presser
Léo Baptistão,almeria,La Liga,Attacker,1932.0,-1.1862978081458393,-0.3025262957600452,-0.7763507423123627,0.3777067995887334,-0.7592260731676415,-0.8468753234114723,0.3657700448078342,0.5208287637955107,-0.2196677886866218,-0.0170684275981408,-1.3478302657969994,-0.7302564250936583,0.008962406976456,-1.181577219437907,0.0051870488458679,0.3849439246610983,3,Disruptive Presser
José Luis Morales,villarreal,La Liga,Attacker,1037.0,-3.368003101565181,1.507831264518266,2.186189958138628,-0.4722853686244148,1.0334679508389322,-0.1457133719551218,0.7240093277688625,0.230363594347033,1.467249792395268,-0.3012315330481461,-1.3478302657969994,-1.516160727045099,-1.0268103663576826,-0.0080767240572756,-1.7258937301631274,-3.1454664528814424,3,Disruptive Presser
