name_metrics,team,position_metrics,minutes_metrics,duels_total_api_metrics,duels_won_api_metrics,goals_total_api_metrics,shots_total_api_metrics,assists_total_api_metrics,dribbles_attempts_api_metrics,dribbles_success_api_metrics,passes_key_api_metrics,passes_total_api_metrics,passes_accuracy_perc_metrics,tackles_total_api_metrics,interceptions_total_api_metrics,dribbles_success_perc_metrics,name_clean,team_clean_metrics,duels_total_p90_metrics,duels_won_p90_metrics,goals_p90_metrics,shots_total_p90_metrics,assists_p90_metrics,dribbles_attempts_p90_metrics,dribbles_success_p90_metrics,passes_key_p90_metrics,passes_total_p90_metrics,tackles_p90_metrics,interceptions_p90_metrics,league_metrics,name_pca,position_pca,minutes_pca,duels_total_api_pca,duels_won_api_pca,goals_total_api_pca,shots_total_api_pca,assists_total_api_pca,dribbles_attempts_api_pca,dribbles_success_api_pca,passes_key_api_pca,passes_total_api_pca,passes_accuracy_perc_pca,tackles_total_api_pca,interceptions_total_api_pca,dribbles_success_perc_pca,team_clean_pca,duels_total_p90_pca,duels_won_p90_pca,goals_p90_pca,shots_total_p90_pca,assists_p90_pca,dribbles_attempts_p90_pca,dribbles_success_p90_pca,passes_key_p90_pca,passes_total_p90_pca,tackles_p90_pca,interceptions_p90_pca,team_AS Roma,team_Atalanta,team_Bologna,team_Cagliari,team_Empoli,team_Fiorentina,team_Frosinone,team_Genoa,team_Inter,team_Juventus,team_Lazio,team_Lecce,team_Monza,team_Napoli,team_Salernitana,team_Sassuolo,team_Torino,team_Udinese,team_Verona,league_pca,team_Le Havre,team_Lens,team_Lille,team_Lorient,team_Lyon,team_Marseille,team_Metz,team_Monaco,team_Montpellier,team_Nantes,team_Nice,team_Paris Saint Germain,team_Reims,team_Rennes,team_Stade Brestois 29,team_Strasbourg,team_Toulouse,team_Almeria,team_Athletic Club,team_Atletico Madrid,team_Barcelona,team_Cadiz,team_Celta Vigo,team_Getafe,team_Girona,team_Las Palmas,team_Mallorca,team_Osasuna,team_Rayo Vallecano,team_Real Madrid,team_Real Sociedad,team_Sevilla,team_Valencia,team_Villarreal,name.1,team_clean.1,league.1,position.1,Cluster,Role_Label,minutes.1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,name
Óliver Torres,Sevilla,Midfielder,1621.0,205.0,82.0,0.0,7.0,1.0,23.0,11.0,22.0,825.0,80.9,37.0,6.0,47.82608695652174,oliver torres,sevilla,11.38186304750154,4.5527452190006175,0.0,0.3886489821098087,0.0555212831585441,1.2769895126465145,0.6107341147439852,1.2214682294879704,45.80505860579889,2.0542874768661323,0.3331276989512646,La Liga,Óliver Torres,Midfielder,1621.0,205.0,82.0,0.0,7.0,1.0,23.0,11.0,22.0,825.0,80.9,37.0,6.0,47.82608695652174,sevilla,11.38186304750154,4.5527452190006175,0.0,0.3886489821098087,0.0555212831585441,1.2769895126465145,0.6107341147439852,1.2214682294879704,45.80505860579889,2.0542874768661323,0.3331276989512646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,hugo álvarez,celta vigo,la liga,midfielder,2,Final-Third Playmaker,0.0759447674418604,0.4731904124608838,0.7128344238395867,0.7018014447531584,0.3168813317490218,0.3404515693098945,0.3488608411546588,0.2751098357607549,0.2631030136290826,Óliver Torres
Omar Mascarell,Mallorca,Midfielder,1573.0,165.0,85.0,0.0,4.0,0.0,9.0,8.0,3.0,775.0,81.9,33.0,31.0,88.88888888888889,omar mascarell,mallorca,9.44055944055944,4.863318499682136,0.0,0.2288620470438652,0.0,0.5149396058486967,0.4577240940877304,0.1716465352828989,44.34202161474889,1.888111888111888,1.7736808645899556,La Liga,Omar Mascarell,Midfielder,1573.0,165.0,85.0,0.0,4.0,0.0,9.0,8.0,3.0,775.0,81.9,33.0,31.0,88.88888888888889,mallorca,9.44055944055944,4.863318499682136,0.0,0.2288620470438652,0.0,0.5149396058486967,0.4577240940877304,0.1716465352828989,44.34202161474889,1.888111888111888,1.7736808645899556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,m. cham,clermont foot,ligue 1,midfielder,2,Final-Third Playmaker,0.7303779069767442,0.6306866868845229,0.7153948837799857,0.7848614114684216,0.5828059531786878,0.4721394530452888,0.4862993145051496,0.3365891328964493,0.4678195268971152,Omar Mascarell
O. Targhalline,Le Havre,Midfielder,1032.0,107.0,59.0,0.0,5.0,0.0,14.0,7.0,8.0,690.0,42.0,23.0,20.0,50.0,omar targhalline,le havre,9.33139534883721,5.145348837209302,0.0,0.436046511627907,0.0,1.2209302325581397,0.6104651162790697,0.6976744186046512,60.17441860465116,2.005813953488372,1.744186046511628,Ligue 1,O. Targhalline,Midfielder,1032.0,107.0,59.0,0.0,5.0,0.0,14.0,7.0,8.0,690.0,42.0,23.0,20.0,50.0,le havre,9.33139534883721,5.145348837209302,0.0,0.436046511627907,0.0,1.2209302325581397,0.6104651162790697,0.6976744186046512,60.17441860465116,2.005813953488372,1.744186046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,martín zubimendi,real sociedad,la liga,midfielder,0,Deep-lying Playmaker,0.7634447674418605,0.2085855068408411,0.7170842834339491,0.7196765278206556,0.5720227965528034,0.492392408431575,0.4332590706683671,0.4707852485856645,0.2763501393927319,O. Targhalline
O. Duda,Verona,Midfielder,2464.0,267.0,138.0,1.0,18.0,4.0,34.0,21.0,53.0,1106.0,0.0,59.0,26.0,61.76470588235294,ondrej duda,verona,9.752435064935066,5.040584415584416,0.036525974025974,0.6574675324675324,0.1461038961038961,1.2418831168831168,0.7670454545454545,1.935876623376624,40.39772727272727,2.155032467532468,0.9496753246753248,Serie A,O. Duda,Midfielder,2464.0,267.0,138.0,1.0,18.0,4.0,34.0,21.0,53.0,1106.0,0.0,59.0,26.0,61.76470588235294,verona,9.752435064935066,5.040584415584416,0.036525974025974,0.6574675324675324,0.1461038961038961,1.2418831168831168,0.7670454545454545,1.935876623376624,40.39772727272727,2.155032467532468,0.9496753246753248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moi gómez,osasuna,la liga,midfielder,0,Deep-lying Playmaker,0.5297965116279069,0.267263153480008,0.6716239671275998,0.7165022803680658,0.4934023596504443,0.5385488323797879,0.3966347968469686,0.3389157086240597,0.2378310003626876,O. Duda
Óscar Valentín,Rayo Vallecano,Midfielder,2701.0,381.0,187.0,1.0,11.0,0.0,11.0,7.0,11.0,1228.0,81.2,107.0,35.0,63.63636363636363,oscar valentin,rayo vallecano,12.69529803776379,6.23102554609404,0.0333209922251018,0.3665309144761199,0.0,0.3665309144761199,0.2332469455757127,0.3665309144761199,40.91817845242503,3.5653461680858944,1.1662347278785634,La Liga,Óscar Valentín,Midfielder,2701.0,381.0,187.0,1.0,11.0,0.0,11.0,7.0,11.0,1228.0,81.2,107.0,35.0,63.63636363636363,rayo vallecano,12.69529803776379,6.23102554609404,0.0333209922251018,0.3665309144761199,0.0,0.3665309144761199,0.2332469455757127,0.3665309144761199,40.91817845242503,3.5653461680858944,1.1662347278785634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,h. çalhanoğlu,inter,serie a,midfielder,2,Final-Third Playmaker,0.7351017441860466,0.5975647480718954,0.8328601995319157,0.6263656691570492,0.6454883732303837,0.981575179659772,0.4840809728653552,0.3104809166820474,0.2571188131211069,Óscar Valentín
Pablo Barrios,Atletico Madrid,Midfielder,1558.0,214.0,119.0,0.0,12.0,1.0,45.0,36.0,16.0,840.0,83.4,45.0,28.0,80.0,pablo barrios,atletico madrid,12.362002567394097,6.874197689345314,0.0,0.693196405648267,0.0577663671373555,2.599486521181001,2.079589216944801,0.9242618741976892,48.52374839537869,2.599486521181001,1.6174582798459565,La Liga,Pablo Barrios,Midfielder,1558.0,214.0,119.0,0.0,12.0,1.0,45.0,36.0,16.0,840.0,83.4,45.0,28.0,80.0,atletico madrid,12.362002567394097,6.874197689345314,0.0,0.693196405648267,0.0577663671373555,2.599486521181001,2.079589216944801,0.9242618741976892,48.52374839537869,2.599486521181001,1.6174582798459565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a. barák,fiorentina,serie a,midfielder,2,Final-Third Playmaker,0.0893895348837209,0.8135777350849385,0.576235320944825,0.3397587942548893,0.3064847375305651,0.6077093803078852,0.4132513227271243,0.6341485429355203,0.6847374553232207,Pablo Barrios
Pablo Ibáñez,Osasuna,Midfielder,1140.0,186.0,77.0,1.0,21.0,2.0,28.0,7.0,12.0,434.0,75.9,18.0,9.0,25.0,pablo ibanez,osasuna,14.68421052631579,6.078947368421053,0.0789473684210526,1.657894736842105,0.1578947368421052,2.210526315789474,0.5526315789473685,0.9473684210526316,34.26315789473684,1.4210526315789471,0.7105263157894737,La Liga,Pablo Ibáñez,Midfielder,1140.0,186.0,77.0,1.0,21.0,2.0,28.0,7.0,12.0,434.0,75.9,18.0,9.0,25.0,osasuna,14.68421052631579,6.078947368421053,0.0789473684210526,1.657894736842105,0.1578947368421052,2.210526315789474,0.5526315789473685,0.9473684210526316,34.26315789473684,1.4210526315789471,0.7105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,t. minamino,monaco,ligue 1,midfielder,2,Final-Third Playmaker,0.5723110465116279,0.7720375242025701,0.632326640823619,0.8411613107981615,0.5178491371546942,0.5730433748316662,0.4586641302500372,0.5556681129066235,0.3922603494685247,Pablo Ibáñez
P. Rosario,Nice,Midfielder,2004.0,174.0,102.0,0.0,14.0,0.0,19.0,11.0,17.0,1128.0,89.0,37.0,29.0,57.89473684210527,pablo rosario,nice,7.81437125748503,4.580838323353293,0.0,0.6287425149700598,0.0,0.8532934131736527,0.4940119760479042,0.7634730538922156,50.65868263473054,1.6616766467065869,1.3023952095808384,Ligue 1,P. Rosario,Midfielder,2004.0,174.0,102.0,0.0,14.0,0.0,19.0,11.0,17.0,1128.0,89.0,37.0,29.0,57.89473684210527,nice,7.81437125748503,4.580838323353293,0.0,0.6287425149700598,0.0,0.8532934131736527,0.4940119760479042,0.7634730538922156,50.65868263473054,1.6616766467065869,1.3023952095808384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l. camara,metz,ligue 1,midfielder,1,Positional Anchor,0.6213662790697674,0.4846823636598131,0.6489409437451539,0.6456329427190753,0.2418730539103974,0.3359385572578276,0.620617009991828,0.4280228176148074,0.3455654464900634,P. Rosario
Pablo Torre,Girona,Midfielder,687.0,76.0,32.0,0.0,5.0,2.0,16.0,6.0,12.0,420.0,83.0,5.0,4.0,37.5,pablo torre,girona,9.95633187772926,4.192139737991266,0.0,0.6550218340611353,0.2620087336244541,2.096069868995633,0.7860262008733624,1.5720524017467248,55.02183406113537,0.6550218340611353,0.5240174672489083,La Liga,Pablo Torre,Midfielder,687.0,76.0,32.0,0.0,5.0,2.0,16.0,6.0,12.0,420.0,83.0,5.0,4.0,37.5,girona,9.95633187772926,4.192139737991266,0.0,0.6550218340611353,0.2620087336244541,2.096069868995633,0.7860262008733624,1.5720524017467248,55.02183406113537,0.6550218340611353,0.5240174672489083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,álex sola,alaves,la liga,midfielder,2,Final-Third Playmaker,0.2569040697674418,0.4961774113645519,0.7068372735101792,0.5103921889414432,0.3708133503006769,0.0,0.7211367065767381,0.3821858531139866,0.3548424928076635,Pablo Torre
P. Gueye,Marseille,Midfielder,766.0,115.0,67.0,1.0,5.0,0.0,6.0,1.0,4.0,476.0,81.3,33.0,13.0,16.666666666666664,pape gueye,marseille,13.511749347258483,7.872062663185379,0.1174934725848564,0.5874673629242819,0.0,0.7049608355091384,0.1174934725848564,0.4699738903394256,55.92689295039165,3.877284595300261,1.5274151436031334,Ligue 1,P. Gueye,Midfielder,766.0,115.0,67.0,1.0,5.0,0.0,6.0,1.0,4.0,476.0,81.3,33.0,13.0,16.666666666666664,marseille,13.511749347258483,7.872062663185379,0.1174934725848564,0.5874673629242819,0.0,0.7049608355091384,0.1174934725848564,0.4699738903394256,55.92689295039165,3.877284595300261,1.5274151436031334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. payero,udinese,serie a,midfielder,1,Positional Anchor,0.4531249999999999,0.4850163212406839,0.5228268748357916,0.29056580895541,0.5722443351487685,0.4166935881542182,0.6260155908527786,0.4563054819238939,0.5475691257080867,P. Gueye
Paulo Azzi,Cagliari,Midfielder,938.0,89.0,49.0,0.0,13.0,0.0,24.0,13.0,9.0,353.0,66.1,19.0,16.0,54.16666666666666,paulo azzi,cagliari,8.539445628997868,4.701492537313433,0.0,1.2473347547974414,0.0,2.302771855010661,1.2473347547974414,0.863539445628998,33.869936034115135,1.8230277185501067,1.535181236673774,Serie A,Paulo Azzi,Midfielder,938.0,89.0,49.0,0.0,13.0,0.0,24.0,13.0,9.0,353.0,66.1,19.0,16.0,54.16666666666666,cagliari,8.539445628997868,4.701492537313433,0.0,1.2473347547974414,0.0,2.302771855010661,1.2473347547974414,0.863539445628998,33.869936034115135,1.8230277185501067,1.535181236673774,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a. touré,le havre,ligue 1,midfielder,0,Deep-lying Playmaker,0.6326308139534884,0.2582619477094804,0.640534010897441,0.1880145229121785,0.6578065242633486,0.4809368690539363,0.3963513169452968,0.412293479432494,0.5367612343900394,Paulo Azzi
Pedri,Barcelona,Midfielder,1481.0,144.0,74.0,4.0,11.0,2.0,36.0,16.0,37.0,1166.0,87.0,33.0,14.0,44.44444444444444,pedri,barcelona,8.7508440243079,4.49696151249156,0.2430790006752194,0.6684672518568535,0.1215395003376097,2.187711006076975,0.9723160027008778,2.24848075624578,70.85752869682646,2.0054017555705603,0.8507765023632681,La Liga,Pedri,Midfielder,1481.0,144.0,74.0,4.0,11.0,2.0,36.0,16.0,37.0,1166.0,87.0,33.0,14.0,44.44444444444444,barcelona,8.7508440243079,4.49696151249156,0.2430790006752194,0.6684672518568535,0.1215395003376097,2.187711006076975,0.9723160027008778,2.24848075624578,70.85752869682646,2.0054017555705603,0.8507765023632681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,sergi roberto,barcelona,la liga,midfielder,2,Final-Third Playmaker,0.1126453488372092,0.439285480654365,0.8289713621254239,0.760821088233077,0.571684007540486,0.6150579060836919,0.3259809757970214,0.6478779198617076,0.3521540494793387,Pedri
Pedro Chirivella,Nantes,Midfielder,2603.0,196.0,90.0,1.0,10.0,1.0,7.0,5.0,19.0,1699.0,85.7,51.0,31.0,71.42857142857143,pedro chirivella,nantes,6.776796004610065,3.1117940837495195,0.0345754898194391,0.3457548981943911,0.0345754898194391,0.2420284287360737,0.1728774490971955,0.656934306569343,58.74375720322705,1.7633499807913944,1.0718401844026124,Ligue 1,Pedro Chirivella,Midfielder,2603.0,196.0,90.0,1.0,10.0,1.0,7.0,5.0,19.0,1699.0,85.7,51.0,31.0,71.42857142857143,nantes,6.776796004610065,3.1117940837495195,0.0345754898194391,0.3457548981943911,0.0345754898194391,0.2420284287360737,0.1728774490971955,0.656934306569343,58.74375720322705,1.7633499807913944,1.0718401844026124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h. hateboer,atalanta,serie a,midfielder,0,Deep-lying Playmaker,0.1998546511627907,0.3494704272168808,0.6704883789372496,0.6838306601274936,0.3140265596688925,0.1943834084115802,0.3692698359244193,0.2979711542693857,0.3356803465231497,Pedro Chirivella
Pepelu,Valencia,Midfielder,3305.0,348.0,191.0,7.0,28.0,1.0,22.0,12.0,56.0,1969.0,43.0,82.0,48.0,54.54545454545454,pepelu,valencia,9.476550680786689,5.201210287443268,0.1906202723146747,0.7624810892586988,0.0272314674735249,0.5990922844175491,0.3267776096822995,1.5249621785173977,53.61875945537066,2.232980332829047,1.307110438729198,La Liga,Pepelu,Midfielder,3305.0,348.0,191.0,7.0,28.0,1.0,22.0,12.0,56.0,1969.0,43.0,82.0,48.0,54.54545454545454,valencia,9.476550680786689,5.201210287443268,0.1906202723146747,0.7624810892586988,0.0272314674735249,0.5990922844175491,0.3267776096822995,1.5249621785173977,53.61875945537066,2.232980332829047,1.307110438729198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,carlos soler,paris sg,ligue 1,midfielder,2,Final-Third Playmaker,0.1944040697674418,0.4446943399940647,0.7214055660014258,0.7438685453448599,0.2781715123673809,0.610979229235038,0.3119667179927448,0.4591771266606125,0.3249332424029062,Pepelu
P. Lees-Melou,Stade Brestois 29,Midfielder,2521.0,365.0,202.0,4.0,30.0,0.0,43.0,29.0,28.0,1639.0,85.2,96.0,43.0,67.44186046511628,pierre lees-melou,brest,13.030543435144784,7.211424038080127,0.1428004760015866,1.0710035700119,0.0,1.5351051170170569,1.0353034510115031,0.9996033320111066,58.51249504165014,3.42721142403808,1.5351051170170569,Ligue 1,P. Lees-Melou,Midfielder,2521.0,365.0,202.0,4.0,30.0,0.0,43.0,29.0,28.0,1639.0,85.2,96.0,43.0,67.44186046511628,brest,13.030543435144784,7.211424038080127,0.1428004760015866,1.0710035700119,0.0,1.5351051170170569,1.0353034510115031,0.9996033320111066,58.51249504165014,3.42721142403808,1.5351051170170569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l. blas,rennes,ligue 1,midfielder,1,Positional Anchor,0.3680959302325581,0.5876277234793764,0.5348837764000329,0.8918898547480884,0.5745361089607345,0.4751711062875876,0.4731442426099268,0.3248553760414087,0.5011076170509525,P. Lees-Melou
P. Zieliński,Napoli,Midfielder,1937.0,129.0,62.0,3.0,19.0,2.0,31.0,15.0,47.0,1138.0,0.0,23.0,9.0,48.38709677419355,piotr zieliński,napoli,5.993804852865255,2.880743417656169,0.1393908105317501,0.8828084667010841,0.0929272070211667,1.4403717088280847,0.6969540526587507,2.183789364997419,52.87558079504388,1.0686628807434175,0.4181724315952503,Serie A,P. Zieliński,Midfielder,1937.0,129.0,62.0,3.0,19.0,2.0,31.0,15.0,47.0,1138.0,0.0,23.0,9.0,48.38709677419355,napoli,5.993804852865255,2.880743417656169,0.1393908105317501,0.8828084667010841,0.0929272070211667,1.4403717088280847,0.6969540526587507,2.183789364997419,52.87558079504388,1.0686628807434175,0.4181724315952503,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r. faivre,lorient,ligue 1,midfielder,0,Deep-lying Playmaker,0.3270348837209302,0.4365733846535344,0.6720004779357914,0.787632407205412,0.6862915420864115,0.5379935938298867,0.6315506872911172,0.409505207686803,0.0801187997891009,P. Zieliński
P. Frankowski,Lens,Midfielder,2194.0,233.0,101.0,3.0,21.0,2.0,30.0,12.0,39.0,1010.0,0.0,60.0,25.0,40.0,przemysław frankowski,lens,9.55788514129444,4.143117593436645,0.1230628988149498,0.861440291704649,0.0820419325432999,1.2306289881494987,0.4922515952597995,1.599817684594348,41.43117593436646,2.461257976298997,1.0255241567912488,Ligue 1,P. Frankowski,Midfielder,2194.0,233.0,101.0,3.0,21.0,2.0,30.0,12.0,39.0,1010.0,0.0,60.0,25.0,40.0,lens,9.55788514129444,4.143117593436645,0.1230628988149498,0.861440291704649,0.0820419325432999,1.2306289881494987,0.4922515952597995,1.599817684594348,41.43117593436646,2.461257976298997,1.0255241567912488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. ruggeri,atalanta,serie a,midfielder,1,Positional Anchor,0.6951308139534884,0.288325208244789,0.6301353563962726,0.1229632351492895,0.3544978223129242,0.4453385950369428,0.5337221155502264,0.5599151115317901,0.3262861015102532,P. Frankowski
R. Krunić,AC Milan,Midfielder,687.0,58.0,34.0,0.0,2.0,0.0,2.0,2.0,5.0,424.0,0.0,10.0,11.0,100.0,rade krunić,milan,7.59825327510917,4.454148471615721,0.0,0.2620087336244541,0.0,0.2620087336244541,0.2620087336244541,0.6550218340611353,55.54585152838428,1.310043668122271,1.4410480349344978,Serie A,R. Krunić,Midfielder,687.0,58.0,34.0,0.0,2.0,0.0,2.0,2.0,5.0,424.0,0.0,10.0,11.0,100.0,milan,7.59825327510917,4.454148471615721,0.0,0.2620087336244541,0.0,0.2620087336244541,0.2620087336244541,0.6550218340611353,55.54585152838428,1.310043668122271,1.4410480349344978,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Serie A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a. blin,lecce,serie a,midfielder,0,Deep-lying Playmaker,0.3917151162790698,0.2902922409564559,0.5769648231041423,0.8029573140029013,0.3414548352691811,0.4369602283681962,0.4849908166162039,0.5590781922627179,0.5355966251227183,R. Krunić
Ramón Terrats,Villarreal,Midfielder,780.0,97.0,50.0,0.0,5.0,2.0,20.0,11.0,8.0,411.0,81.2,18.0,2.0,55.00000000000001,ramon terrats,villarreal,11.192307692307692,5.769230769230768,0.0,0.5769230769230769,0.2307692307692307,2.3076923076923075,1.2692307692307692,0.9230769230769232,47.42307692307693,2.076923076923077,0.2307692307692307,La Liga,Ramón Terrats,Midfielder,780.0,97.0,50.0,0.0,5.0,2.0,20.0,11.0,8.0,411.0,81.2,18.0,2.0,55.00000000000001,villarreal,11.192307692307692,5.769230769230768,0.0,0.5769230769230769,0.2307692307692307,2.3076923076923075,1.2692307692307692,0.9230769230769232,47.42307692307693,2.076923076923077,0.2307692307692307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La Liga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,felipe anderson,lazio,serie a,midfielder,2,Final-Third Playmaker,0.8103197674418603,0.4973363800246562,0.6487074634945157,0.7145777403503631,0.3408845721035699,0.4857754379244077,0.5490141969344609,0.5096740833612199,0.2602034143807663,Ramón Terrats
R. Cherki,Lyon,Midfielder,1721.0,279.0,141.0,1.0,36.0,6.0,129.0,81.0,42.0,979.0,77.6,28.0,7.0,62.7906976744186,rayan cherki,lyon,14.590354445090064,7.37361998837885,0.052295177222545,1.8826263800116207,0.3137710633352702,6.74607786170831,4.235909355026148,2.196397443346892,51.19697850087158,1.464264962231261,0.3660662405578152,Ligue 1,R. Cherki,Midfielder,1721.0,279.0,141.0,1.0,36.0,6.0,129.0,81.0,42.0,979.0,77.6,28.0,7.0,62.7906976744186,lyon,14.590354445090064,7.37361998837885,0.052295177222545,1.8826263800116207,0.3137710633352702,6.74607786170831,4.235909355026148,2.196397443346892,51.19697850087158,1.464264962231261,0.3660662405578152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b. boutobba,clermont foot,ligue 1,midfielder,1,Positional Anchor,0.1333575581395348,0.4841851470063563,0.6117683990620817,0.6987364102233106,0.4819047020260922,0.430438768452577,0.7451788581229313,0.3376083472351698,0.4869879004117325,R. Cherki
R. Khadra,Reims,Midfielder,1364.0,151.0,54.0,1.0,16.0,3.0,59.0,28.0,22.0,322.0,74.3,16.0,3.0,47.45762711864407,reda khadra,reims,9.963343108504398,3.563049853372434,0.0659824046920821,1.0557184750733135,0.1979472140762463,3.8929618768328447,1.847507331378299,1.4516129032258065,21.24633431085044,1.0557184750733135,0.1979472140762463,Ligue 1,R. Khadra,Midfielder,1364.0,151.0,54.0,1.0,16.0,3.0,59.0,28.0,22.0,322.0,74.3,16.0,3.0,47.45762711864407,reims,9.963343108504398,3.563049853372434,0.0659824046920821,1.0557184750733135,0.1979472140762463,3.8929618768328447,1.847507331378299,1.4516129032258065,21.24633431085044,1.0557184750733135,0.1979472140762463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ligue 1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m. pessina,monza,serie a,midfielder,0,Deep-lying Playmaker,0.9720203488372092,0.2982492483621294,0.6917351663467295,0.7707600412525595,0.4348006194529142,0.724295088816084,0.5459197188527394,0.4887862425354424,0.2552395154255043,R. Khadra
