name,team_clean,league,position,minutes,goals_p90,shots_total_p90,assists_p90,passes_key_p90,passes_total_p90,passes_accuracy_perc,dribbles_success_perc,duels_win_perc
Gorka Guruzeta,athletic club,La Liga,Attacker,2240.0,1.2357144633484596,0.036186477284687726,0.553606572585118,-0.382328655670416,-0.08070891134599562,-0.5793861757557418,1.3336909025039332,-0.09491768005342244
Nico Williams,athletic club,La Liga,Attacker,2283.0,-0.6433997227865923,-0.5569005972090667,2.7565414992258113,0.9555383460374799,0.1889593383423492,-0.3323334398861337,0.15615339585246557,0.3678060102070081
Ilias Akhomach,villarreal,La Liga,Attacker,1512.0,-1.0448502269689726,-1.3802186678088328,-0.2210528800890781,-0.09458664227957131,0.23288956099076485,0.8102854635107963,0.3473774353941574,0.5563230692019984
Álex Berenguer,athletic club,La Liga,Attacker,1579.0,0.39480645747554066,-1.0668020111445586,0.27061882273090776,1.0045097360012587,0.09104807777471026,-1.4595115472912152,-0.8301600712573102,-1.3288475207479018
Rodrygo,real madrid,La Liga,Attacker,2390.0,0.27951802429508876,1.1790501055023928,0.43426953251929434,0.7454391202103131,1.6188828955807588,2.416128246663241,0.07563801078228007,0.6591505559265374
Vinícius Júnior,real madrid,La Liga,Attacker,1875.0,2.045697573493416,1.9462466198510884,0.9237529437901707,0.40362698868991737,0.7318509862113323,0.03824566391827514,-0.5584206466454328,0.17928895121201785
Ferran Torres,barcelona,La Liga,Attacker,1202.0,1.0383689230825741,0.07626795589034388,0.06954694484391385,1.1191652512339982,0.9285922122245939,0.9183710354537497,-0.06526391309054494,-0.31771056795659197
Raphinha,barcelona,La Liga,Attacker,1370.0,0.3699869472915457,2.135241726595816,4.248223261470665,2.419877793538314,1.9539409626315996,0.5014695436737878,0.9713716696880976,1.704563337626029
Lamine Yamal,barcelona,La Liga,Attacker,2196.0,-0.6032401648104645,-0.03991813380166212,0.5917045784543408,0.44086593026874404,2.4461531416258175,1.1963053633070568,0.8204053226814992,2.235838685702817
Gonçalo Guedes,villarreal,La Liga,Attacker,948.0,-0.1923751069794471,-0.36061624343861576,0.4493083493827229,0.8701317057294191,0.5309951568804244,0.7021998915678429,1.6456880196509032,0.8990813582837984
Sávio,girona,La Liga,Attacker,2992.0,-0.2648272036504093,-1.361889257972618,1.4992409360585774,0.5575010539147407,0.45102275055561153,0.655877503592292,0.719761091343767,1.6874254231719388
Rubén Sobrino,cadiz,La Liga,Attacker,1648.0,-1.6570823585978132,-1.9841104375097645,-0.8309348145863275,-0.17915002590532464,0.3419910525469379,0.2389760118123302,-0.5181629541103401,0.29925435239064835
Chris Ramos,cadiz,La Liga,Attacker,2626.0,-0.7758038142120488,0.6208908120746446,-1.0234419552123888,-1.436249450235236,-1.2251198756930073,-2.4168408987859418,-1.7258937301631274,0.1450131223038386
Léo Baptistão,almeria,La Liga,Attacker,1932.0,-0.21966778868662185,-0.017068427598140888,-1.3478302657969994,-0.7302564250936583,0.008962406976456047,-1.181577219437907,0.005187048845867917,0.38494392466109834
José Luis Morales,villarreal,La Liga,Attacker,1037.0,1.467249792395268,-0.3012315330481461,-1.3478302657969994,-1.516160727045099,-1.0268103663576826,-0.008076724057275686,-1.7258937301631274,-3.1454664528814424
