name,team_clean,league,position,Cluster,Role_Label,minutes,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
E. Sabbi,le havre,Ligue 1,Attacker,3,Disruptive Presser,0.406127258444619,0.1669886222352846,0.3170927012617611,0.5379500817231219,0.6807524818610671,0.4171854068532274,0.7741356149477419,0.7299074692777757,0.4741448708604309
S. Nicholson,clermont foot,Ligue 1,Attacker,3,Disruptive Presser,0.3664571877454832,0.3026075473564422,0.3631307334972124,0.5882017139943412,0.5097838879272372,0.3769275462044389,0.8192141812542002,0.5066260692086105,0.4989828576577262
Hugo Duro,valencia,La Liga,Attacker,3,Disruptive Presser,0.959544383346426,0.1515030099542537,0.418788062342773,0.5067343658447341,0.7203172293396292,0.4532548199504339,0.8115216836940222,0.7136609803441796,0.431850133990257
André Silva,real sociedad,La Liga,Attacker,3,Disruptive Presser,0.0683424980361351,0.0882009850283419,0.4845399265256558,1.0,0.7077338551645999,0.5641405227904287,0.6856457770491877,0.5056637540876466,0.3696673798758635
Abdón Prats,mallorca,La Liga,Attacker,3,Disruptive Presser,0.2753338570306363,0.1588647661174145,0.4119757963899507,0.2338077739829771,0.4002556559212497,0.4796809822802023,0.4337794167580058,0.7925091201849653,0.6146842373270368
Mikel Oyarzabal,real sociedad,La Liga,Attacker,3,Disruptive Presser,0.6292223095051062,0.2295498768671039,0.3372890827490554,0.6774022969121001,0.5865788057721333,0.580999885829522,0.8183142699592194,0.7969905096327747,0.4125130438377002
Jorge de Frutos,rayo vallecano,La Liga,Attacker,3,Disruptive Presser,0.3872741555380991,0.2460244815953692,0.2129056321832694,0.5695491799659549,0.7385096039714565,0.3363629834358018,0.5540699988939756,0.6364868607392341,0.4497453708672693
Chris Ramos,cadiz,La Liga,Attacker,3,Disruptive Presser,0.8138256087981148,0.0445615001451832,0.3796787586237173,0.3202893430414789,0.4769552228519853,0.2021975798678336,0.5947435668912369,0.451339712509464,0.6997360874699055
Léo Baptistão,almeria,La Liga,Attacker,3,Disruptive Presser,0.5412411626080126,0.25179089475591,0.3339124157840359,0.3739752656268925,0.6975621639160231,0.3839043189482286,0.3937512129241929,0.7086548767209402,0.7282583330575942
José Luis Morales,villarreal,La Liga,Attacker,3,Disruptive Presser,0.1897093479968578,0.0,0.559701490647104,0.8741250346477438,0.544174645379671,0.7103286862286283,0.5781300677870352,0.8066801628824297,0.6007560578108351
